date,true_counterfactual,true_effect
2025-05-25,10482.667370207855,1572.4001055311765
2025-05-26,10531.281916452786,1579.6922874679167
2025-05-27,11411.262167161363,1711.6893250742032
2025-05-28,11571.848873226312,1735.777330983945
2025-05-29,11238.756188053938,1685.81342820809
2025-05-30,10194.061511918524,1529.1092267877775
2025-05-31,10060.7991125549,1509.1198668832349
2025-06-01,10163.101180931691,1524.465177139753
2025-06-02,11065.963396451183,1659.8945094676765
2025-06-03,10872.363366894539,1630.85450503418
2025-06-04,11394.033764574924,1709.1050646862368
2025-06-05,10482.423317563738,1572.3634976345602
2025-06-06,10515.490346067529,1577.323551910129
2025-06-07,9554.57568862612,1433.186353293917
2025-06-08,10040.194939983196,1506.029240997479
2025-06-09,10272.366670381367,1540.8550005572033
2025-06-10,10730.858023760507,1609.6287035640744
2025-06-11,10743.12142662668,1611.4682139940014
2025-06-12,10351.059270883778,1552.658890632565
2025-06-13,10398.199479033408,1559.7299218550106
2025-06-14,9593.364854074614,1439.004728111191
2025-06-15,8978.509568122237,1346.7764352183349
2025-06-16,9717.611854663463,1457.6417781995187
2025-06-17,9677.715667228078,1451.6573500842114
2025-06-18,10338.052238429926,1550.7078357644878
2025-06-19,9806.883488897303,1471.0325233345939
2025-06-20,9833.129806425108,1474.969470963766
2025-06-21,9541.413078047039,1431.2119617070548
2025-06-22,9659.90302566391,1448.9854538495856
2025-06-23,9833.78303478391,1475.067455217586
2025-06-24,10291.449293599393,1543.717394039908
2025-06-25,10670.385054015065,1600.557758102259
2025-06-26,10325.729864409506,1548.8594796614252
2025-06-27,10130.782284713758,1519.6173427070626
2025-06-28,10180.733940971844,1527.110091145776
2025-06-29,9824.775455646844,1473.7163183470257
