date,cand_g10,cand_g17,cand_g06,cand_g19,cand_g00,cand_b06,cand_g09,cand_g12,cand_g15,cand_g14,cand_b07,cand_b09,cand_g03,cand_g18,cand_g13,cand_b04,cand_g11,cand_b05,cand_g04,cand_g16,cand_b02,cand_b01,cand_g07,cand_b08,cand_g08,cand_g02,cand_g05,cand_b03,cand_g01,cand_b00
2025-01-12,9788.896204573235,9629.659267699179,8896.556638644932,9831.335172927495,9149.500382528446,6528.372963467515,10016.774802408288,10299.425318121457,9486.041756335408,9286.477210644918,10422.545325343644,14431.841358308277,8948.840251275478,9246.220062054846,9262.507112852383,15264.300342181692,10360.883723931447,5430.116477285571,9277.558398429052,9054.142760592395,5877.633139254438,15640.470094050072,9815.020021953733,14754.358996695606,9165.415289990062,10115.666918017074,8825.813799096968,17750.550860912947,8679.976169662421,10820.096445592962
2025-01-13,10593.935100208455,10622.974894885456,9324.818487267816,10630.446018761653,9082.396029391679,6174.536295153526,10256.186246606543,9983.905929881439,8928.915742808615,9359.628264417372,9442.29163351797,14501.561832093754,9073.878385067086,9125.813004082393,9258.197237991779,15405.772879288788,11008.978891054223,5811.440351738929,9611.377147501102,9079.475804888069,5565.39252664443,15014.328076087713,10195.809289672949,15794.361880785122,9504.90498603914,10505.024748581685,9111.338721550674,17132.58681045363,8735.694852853881,10762.386361833998
2025-01-14,10565.501568088765,10961.94189288402,9271.997771440736,10284.748549321406,9420.979001170186,7090.872214638738,9895.153015843574,10708.312361824666,9745.402848022519,9857.539683068202,10908.516648601788,13490.900999764102,9329.699722333366,9172.691098413121,9633.720825357814,13174.780007422636,10709.167560555423,5329.337770236314,9721.910186928464,8790.69842126201,5567.733402360988,15095.355360763815,10126.834193245235,16745.862523188902,9807.57762941206,11098.553702213561,8861.64349004404,15829.914780993447,9615.405361065481,10425.595624595904
2025-01-15,10733.820355566631,10759.237976233093,9074.538359371572,10144.386825113499,9268.67666707854,6486.460156151985,10624.806803901602,10209.237214660958,9365.320585574846,9996.266401789802,10097.853609437961,13043.992853321923,8888.704989389165,8984.38211520135,9216.145738775174,13163.634120889099,10760.254771530876,5222.558101632071,9427.514664258379,9295.143406074154,6035.559754192019,14797.861073130089,9855.97728580063,15443.617588402416,9526.510887933007,10524.912083563993,9131.766284857875,12948.47437293363,9307.928003132813,10758.102803780643
2025-01-16,10388.239802154969,10106.197777813595,9290.407679702796,9984.796124009741,8880.370308669082,6621.0455197273905,10284.766633942869,10309.68146336596,9630.540991790758,9948.03889421092,9254.246583510216,13350.746273869554,8893.16228396979,9471.392096249783,9228.212734941812,12699.999235111107,10791.680269450148,5772.525178232922,9015.808166618604,8954.808769912515,5443.155993888119,15524.195442932863,9970.645492801958,15225.627780988823,9558.76068540341,10297.220263995563,8748.213607426747,13017.238156368892,9252.27380181029,10996.68885409437
2025-01-17,10112.311999925343,10118.34621785706,8937.632525421139,10023.542205912348,8672.775586250566,5413.011570676998,10044.223033308494,10340.83605652561,9362.792756053048,9371.391875299923,10266.093597650874,15181.252657263278,8782.691065147194,8654.934349470523,8780.059427514314,13405.733126817713,10363.1504815952,5381.514075837342,9250.927744287686,8624.511337119757,5835.989613460722,16290.621552894989,9844.041670652745,14629.314678435816,9075.904461705191,10501.189694221956,8452.131642140448,14492.187736991624,8940.800945036322,10303.872195144679
2025-01-18,10160.117688113429,10163.548423711945,8778.984990828427,10004.759071718734,8568.180094635456,6000.995066507011,9455.49482002406,9906.985488984204,8697.78542278901,9269.28326566812,10613.381765404842,15387.023628508818,8125.64605691208,8198.847676234458,8324.561487155575,14620.125543787746,10078.597711948014,4844.47823698269,8499.777257570748,8115.102349682318,5557.36532145515,14709.355836819377,9147.325551911377,14548.671977067588,9098.434696932338,9760.433251364118,8157.779455653335,16223.758212599827,8657.264090186809,10644.955386346182
2025-01-19,9802.756149766163,9876.333770398549,8860.877390325943,9443.316493263146,8573.169997159237,6423.547682436324,9374.991433573205,9727.600933824282,8580.839249898825,8993.248353946645,10355.062202217876,15270.908718263983,8192.037449416262,8658.62256440826,8447.867749794472,16248.355867756956,9771.305142696792,4891.1863978580795,8495.137594729864,8600.963810467434,5406.840398211371,16908.480617301266,8990.659412194893,13916.929175929512,9232.013475129934,9378.894382925251,8160.474887600515,16529.300135799953,8431.80896471563,9615.33711266254
2025-01-20,9934.281459184618,9946.410733494715,8658.328414549516,9842.991171007292,8767.22680538198,6360.216923968254,9437.17094783475,9702.127039010138,8733.550290637024,9444.447379123583,9761.29464815969,14435.346808612388,8404.913969048293,8598.643990146456,8500.21743635125,14824.788063040854,9851.176670047344,5244.4102391379265,8880.552281196862,8167.219621825184,5453.4858856849405,15418.291847450653,9129.661511363312,14324.37020209925,8956.11561472848,10114.297587038966,8713.259057568192,16296.146464512562,8830.964067849434,10157.333363283895
2025-01-21,10334.348191483947,9937.907465283122,8818.342910810672,9659.374667482829,8868.350877862547,7107.262413944272,9618.24828062874,10487.15537413914,8909.777495405337,9289.688564398777,9083.031438871905,13272.191031055578,8621.834785070774,8150.214396561335,8605.681095731838,14298.566019066213,9845.151387927985,5610.444424268821,9121.131499144161,8907.478584501894,5705.853075977924,13505.95986619324,9375.76871293324,14158.361280783414,9390.089837902138,9685.301835406632,8647.005232287258,15172.867324915525,8870.352595134413,10413.515841021253
2025-01-22,10780.857505603213,10246.358567661415,9013.318798562615,9338.122777318651,8747.695206709315,6464.808515226106,9445.95585247362,10015.756876939662,8787.89141641973,9779.72735161139,8354.473467275815,12138.961895112649,8356.39966120419,8776.20237597552,9124.019042002725,12487.475291027786,9947.247111222907,5077.99694737364,8977.75103840838,8210.629440600065,5708.312964527025,14594.888110941918,10072.643307673992,15059.179632911046,9079.586833513411,9877.944329969221,8701.343486296066,15296.851732889996,8695.937996892248,10306.696071020053
2025-01-23,9623.93354581937,9651.529560805437,8827.749693274167,9618.450878361897,8842.078463279986,6041.402555490597,9764.929806685283,9859.82754331316,8532.325327565666,9292.54498375029,8713.005607905274,12922.306056368274,8038.997350588586,8647.403116463594,8391.157297203052,11845.618806688477,10369.278310137504,5310.9716869365975,9858.434978234585,8521.38321806039,5810.8946294394345,15702.14507083602,9033.310537416965,14183.72000706766,8906.303346743114,9596.500468293338,8404.21942354745,13033.250610255118,8502.074020907823,10333.513470719163
2025-01-24,9548.963727635657,9554.869617429518,7808.331198449879,9353.848140297703,7605.016555838916,4670.716464933248,10020.929190512654,9344.073644471286,7951.25679022904,9524.815086510513,8624.495188020868,14131.861379487862,8251.558019617718,8475.41520237367,8749.907764823196,12555.797041008675,9908.181887850786,5275.4830849156815,8405.66891675722,8343.115508669995,5658.58767688445,16875.148157769254,8960.405111325257,15374.298356123667,8407.129297887423,9467.934987331177,8383.281539126856,13223.471308856024,8491.13206393964,10625.479987473442
2025-01-25,9308.171064726306,9490.181881232353,8327.79794560403,9344.32129740731,8212.161021252656,5853.433474657029,9074.930919718001,9235.0493000163,8640.16366788414,8916.225903951417,9910.810277594559,15126.744714970058,7664.016832781812,8088.609992148009,8319.575660556227,15122.332767171498,9543.26539391913,4559.835999087481,8125.911707706476,7838.708811398066,5465.892239931502,16541.83164337679,8716.763887224954,15145.546110862399,8570.752995123936,9135.62224026368,7821.895007876508,15074.842723708005,8314.299349980773,9674.239039285429
2025-01-26,9137.841073811847,9889.496864448009,8143.840593272381,8653.886520718297,8020.376743613174,5684.341368317796,9185.57862560322,9695.605653522125,8268.769593162868,8632.439994026752,9212.432864158733,14134.033984772917,7624.782613523699,8408.777015515112,8268.133548120326,15460.481757396748,9544.590468184902,5063.600419172169,8258.965365545422,8060.856026178322,5367.513527760142,13956.125443333813,9061.0607427601,14416.22045455794,8321.017946691498,9183.637877560495,8128.141717830705,17255.711789226694,8406.977005218836,9313.908562074354
2025-01-27,9498.061084675637,9834.541840501759,8163.322748324805,9495.909341395247,8322.30631578648,5745.552262908784,9524.281374798637,10065.545162494689,8718.48279749428,9063.734814691077,9380.832546127413,12847.973546132811,7772.26492032098,8443.533174643355,8318.723779409895,16230.743596154576,10411.200544413057,4808.464681157442,8590.333833973038,8024.3705632266565,5565.131437770622,13279.49517902948,8610.93870142807,14964.026499547297,9226.827406646795,9069.16483811224,8286.740099024102,17391.768106882006,8107.681282631989,9759.221356150858
2025-01-28,10209.638937788328,9370.600823955154,8827.37970982893,9323.622089383565,8380.552964353923,6212.322465052261,9325.779346794323,9217.135502692996,8775.1644530945,9017.58919856794,9399.397629854213,13408.45764766583,7576.916731869418,8422.421167051594,8669.047247415838,13921.194466403032,10043.962926192622,5133.47741216709,8851.684364845389,8850.808644084558,5664.317943132282,13775.385657309003,9459.672763517949,14992.84916758814,8917.837524711385,9391.02251787801,8224.83609995604,15450.16210894356,8360.090111799387,9660.384351816187
2025-01-29,9631.605694178621,9819.12144531292,8989.000368826219,9839.6532069117,8405.780586732204,6213.541878660524,9701.190732221185,9993.945130825537,8477.576050785872,9456.44410396142,9020.442683280617,13363.067502370923,8593.732334594064,8291.405383705258,8559.643939087524,13070.728394699569,10035.163049285327,5052.30120731198,8990.384745601152,8623.565457912762,5584.085592057067,14853.955385808453,9535.20555225644,15711.864674938904,8603.25994995845,9678.21269822884,8652.520659616772,14455.545587973274,8446.259214515201,10221.305901107833
2025-01-30,10157.996704121717,9470.43299358684,8841.792395271426,9374.500899803095,8793.523676504221,6259.70841211753,9388.38332086524,9434.176294038858,8806.332357928002,9196.70109309587,9093.905509859123,12865.039250216207,8268.377636434368,8081.766821803135,8818.48379414028,14064.751294197416,9701.390552772698,5078.3627293155205,8449.641358882342,8190.221007114025,5535.68307804657,15567.082779167635,9123.481001444778,13082.493297955933,8887.538017276891,10122.696837811834,8294.630853106128,12855.927283805344,8444.922381097356,9637.078888981501
2025-01-31,10041.96325726957,9674.199953695414,8471.575778264512,9038.027254249702,8267.210278455943,5727.119598055363,10301.089828458911,9999.585191174843,8666.70999434277,9174.35404812368,9259.92051871821,12868.592038970848,8313.701314395577,8594.256707105467,8064.4022788022985,13795.274687312096,9535.255252215233,4825.035373793644,8711.180649975344,8351.582452315743,5065.947310963836,15991.003765440393,9190.215276844243,14054.667959283455,8647.650582611726,9582.559668387952,8031.949628915234,14346.346678327109,8236.726167066925,9669.644419509861
2025-02-01,9794.719902344508,9635.678368877028,8231.025428152465,9657.684368649763,8045.649281744783,5382.923568705175,9264.112871528017,10222.300679479682,8288.807861496543,9053.63403949924,8715.828077430426,14377.328198821857,7783.822061208716,8333.774263568874,8008.538533609396,14524.047480561618,9489.592931093364,4738.463159800476,8401.71631033028,8154.667128587883,5194.837479344836,15696.705321572532,8923.932323140902,13498.139650616795,8483.73322297378,9400.071379011359,7943.529198701648,14947.157772978153,8390.584539216143,9279.935822768748
2025-02-02,9512.302846612518,9678.3999611368,8157.988467298741,9292.664052818554,8531.133325809225,5799.967600134642,9686.157055949196,9404.504957288722,8477.91902717078,9146.260279242799,9159.211301028028,13268.590580155835,7978.360138940402,8067.095119409752,7934.711313514051,15027.402878665242,9069.813204654789,4829.3399305763905,8466.62628831423,8418.070598226486,5219.965639379374,15312.853833894244,9106.538126084299,13989.953009853409,8816.931921068128,9773.069060826476,8252.764458502717,17021.390181924475,8312.954431775543,10027.343154807546
2025-02-03,10142.029655225591,10323.613354341951,9136.62819037193,9908.943624346008,8406.675258442316,6094.668368920313,9471.160937696954,9529.7924841034,8528.342222561307,9607.205416539191,9360.007033926488,15091.349960820175,8356.40575724048,8466.692770366517,8361.088192727486,15291.078326415769,9732.682160864866,5380.520944451545,9172.241539269384,8826.189657414649,5503.188664335691,15633.80269974391,9259.776691483681,14272.784481711346,8974.304461202779,9621.920723696905,8565.320702176068,17124.12542346022,8785.033765973212,9684.277892673239
2025-02-04,10322.115406091629,9985.198763448147,9136.608962273052,10045.59939763552,9346.66994079591,6528.933385664728,9788.638999238405,10498.671092270803,9029.457583327394,9599.692128365059,8790.062469984492,14001.343070559475,8760.523638642746,8582.573597837818,8762.249651616183,14406.813104971863,10394.546275620378,5256.172916139499,9090.13072295555,8804.23654965559,4741.49281386885,14461.67689879665,9825.207048850247,14574.983648468862,9378.37300859365,10188.273920053594,8851.396911856044,16671.678103390866,8540.612474722277,9904.909090589348
2025-02-05,10770.70064044123,10209.232411607154,9094.584730627668,10117.135251846958,9661.647904748865,5914.989381436691,9904.879529486254,10423.337967535816,9120.56857144624,9258.81617729627,9580.95535568871,13404.387866323012,8360.023535781205,9195.95323561124,9092.029429245695,13109.805904955698,10295.896858726812,5327.773015922021,9760.807291509447,9000.7628281071,5281.057589310096,14538.166962151652,9900.240880348298,15763.174048930001,9330.06522400136,10554.82748386415,8955.45762928625,15250.58834387626,8867.644908952283,9643.53690762548
2025-02-06,10809.084520394485,10744.731059369004,9177.115200059923,9745.265056618293,9095.091198284077,5930.44072567213,9839.289285764331,10539.133025580059,9125.714303476465,10169.478243668778,9326.797677799086,13719.44816479941,8655.71517464225,9276.704948340892,8909.58071378729,11506.436858635894,10814.225867343872,5476.180570701089,9418.84007356825,8817.95476726561,5582.259958845311,14833.722709994137,9526.249930317603,14865.812635296494,8900.933803303928,10654.920364385272,8863.945229206183,13210.925879950973,8956.638922802322,9709.530097592324
2025-02-07,10257.351772878977,10361.719074868668,8594.33764475256,9894.485044274323,9031.309477076573,5695.8330185805125,9722.795996514742,10575.211409930203,8813.103671874715,10291.019971961448,10178.600193229662,13752.010956632805,8759.713587303115,9123.208480525576,9220.384188539298,13428.401463581642,10223.613756256804,5012.159861328905,9537.099890409563,8943.538047793032,5298.669382029668,16200.609206132289,9522.210658720856,14413.801302701282,9299.875700363551,10693.058966120496,8702.022651835143,15683.367614115716,8630.099509675176,9722.31355374851
2025-02-08,10431.331857338564,10156.605933240344,9042.734526336151,9562.729929974224,9052.230526705454,5574.399543342874,9526.618650798602,10436.18298550687,8923.15307187489,9421.598478459588,9554.396637990218,16129.634861631233,8648.152618959077,8718.075872442558,9276.02348780206,14676.85147082487,10158.531466315904,5221.5078808206645,8911.703011438254,8920.699400365167,5275.8256202696275,15922.331212365432,9878.616921845452,14503.604865479212,9414.214076400924,10248.144939742491,8390.94638875006,16963.24539272376,8639.15397169473,10452.436848957184
2025-02-09,10292.222247422078,10613.187642950194,8688.651151137708,9998.003609124451,9123.948890825524,6372.273368933108,9410.25544143259,9751.103787392427,9008.918121382843,9524.253423220998,9783.949589481846,16348.945291828706,8504.526429960115,8817.659719902702,9075.272643218817,15514.144660147938,10434.792713290644,5037.241606277432,9057.114308019663,8437.837616596782,5756.512631137097,15563.073490687622,10152.188702981734,15084.360970411926,9569.258708588335,10814.95076596115,8660.821288061552,17392.26601807606,9079.444870426189,10102.00131344427
2025-02-10,10078.909621898725,10961.969403418238,8986.245413379254,10546.029556162845,9392.845281669299,6409.937345785047,10450.059537080273,10480.803420632308,9093.203727186554,9768.416444294344,9504.601239565116,15159.079981671815,8785.325952370917,9094.179840491679,8825.238095275092,14596.053383962895,10689.274869764065,5503.119338780605,9598.162339727225,9381.54038865088,5323.149281004718,15800.431274963976,9743.031484709813,15349.538538175153,9035.090366923141,10422.512797296851,8928.31822259873,18123.9769486893,9094.136404158446,9743.165843573282
2025-02-11,11331.309569440851,10789.575704236859,9266.535055756409,9712.650792178087,9838.794340913866,6703.531993739325,10622.748060921907,10429.823424175012,9415.377871886418,10366.221504400362,9479.525794071953,14996.806172233357,9111.042213452261,9872.56352682492,9875.685911021534,14983.748290697024,10993.590653583537,5211.074316239813,9792.387529764499,9097.137072951216,5252.207498495093,13907.072076728158,10568.718858432449,14373.020434120786,9619.439574240503,11145.050111899287,9759.834852918759,15538.588245585233,9436.53520158749,10226.595675564711
2025-02-12,11300.061815593095,11611.518051766057,10007.206447830258,11385.489099916187,9447.257254265873,6089.871606641455,11116.508774113661,11344.532410945076,10402.755795184816,10520.189627648935,10127.27129058548,13839.184893611056,9383.708828849298,9791.443038578838,9428.84333951937,12911.439361133893,11677.1720538066,5645.804972866169,10484.375006107091,9507.249958395372,5504.962252714948,16064.30586584366,10863.431752778242,15285.881896353536,10483.17236375756,11269.883880367735,9850.17598974967,14315.398298164717,9333.822978148328,10347.18253445933
2025-02-13,11609.244352796222,11388.785954269324,10103.408364066468,11445.144867286814,10080.381845287982,5656.909442532053,10948.143280060594,11460.75777657495,10309.655979062007,11134.293573634102,10209.927835250695,13499.649985676739,9784.180813652581,9467.648965218295,10101.939635791747,12742.77205540824,11680.055226351822,5054.696058051048,11071.565415489249,10207.031919834391,5333.234923844,15715.55901122425,10343.717258130502,15196.661308146273,10555.80845323569,11638.222255193112,10069.95149456222,14660.030014187709,10139.919402997779,9914.054495761766
2025-02-14,11991.705380213074,11756.153483585307,10003.153873849105,11189.32380346027,10334.584310412127,5192.204572143398,11506.049464995287,11604.06277621802,10173.31952355586,10733.592567317575,9471.543963064694,15169.693163642616,9826.657519469374,9622.89201383325,9695.084639334102,14207.972135789067,11098.924764363574,4797.823244477971,10690.998052421928,9814.890285669288,5145.75006494166,16877.21952989567,10498.296397244612,15849.357150513097,10402.091053772805,11711.3304745904,10054.237137963282,15747.472755305036,9818.627440389622,10465.223457487076
2025-02-15,11510.893251027794,11206.748249399177,9841.074989009234,10513.533666513744,10491.70618497139,5912.939571437727,10519.584648312963,11006.704197111292,9775.65524289438,10475.148221289875,9439.591504406957,15869.41873394282,9330.553081193604,9544.735204807883,10127.765741309722,15112.645111085885,11468.095205140831,4827.944853548273,10502.293110777666,9164.20301252872,5432.0753558073,16625.420521704345,10449.9837913051,16666.751145615875,10226.578149883353,11348.395001082474,9420.478229073049,16692.398570985286,9487.140552075063,10341.79601019911
2025-02-16,10554.909003065488,10932.666638468521,9707.798631351729,10950.089711273959,9202.954477531575,6400.201618222661,10787.984508113112,10774.924138406808,9905.423587320662,11231.817866360585,10059.753955458362,15930.587082346778,9657.997360678813,9435.528853304406,9739.435955128325,16002.889492547583,11222.280778114964,5107.881688194183,9382.225399031178,9537.154591771374,5014.715541537304,15430.519989401619,10229.120593656604,14563.53494856543,10082.00359695729,11022.866406990714,9296.292313303777,17921.16877053963,9854.779009234278,9467.18175867198
2025-02-17,11096.379686747323,11019.772315712296,9866.030552357299,11071.962691476132,9940.848524086261,6553.939675669301,10517.685567987393,10876.773980764663,9756.657071442076,10415.120881643257,10296.160163195915,14219.980248103253,9199.81642835857,9931.857483593047,9589.412747449516,16450.871569726296,10549.087556882174,5034.1162192646925,9571.468722652484,9580.78116502086,5278.90077808959,14562.292818032298,10397.380089894208,15074.220104026566,9960.017324559854,11456.808387173114,9217.393929307844,16423.062517949595,9565.123124676293,9806.910510309674
2025-02-18,11937.669339836955,11190.13685987889,9668.916913600191,10690.55206027367,10091.842949283335,6849.994841392814,10697.098652394841,10742.894405069163,10310.13355187537,10965.537165870563,9577.402660604965,14225.450437122476,9702.124667070973,9925.76354453261,9708.063404442264,14123.266344492786,11832.78520013225,5074.484231072574,9341.832274958811,9627.256186263328,5107.920851581249,13884.769435219156,11042.53414471358,15567.006308677792,10468.72082354421,11130.415648800115,9766.910667852591,16924.94289836662,9808.279910959202,10659.034026106645
2025-02-19,10907.437022096596,11784.274130018064,9895.857446088121,11275.943750263275,10127.469262189155,6608.130245961862,11870.202322137875,10325.295212625435,10437.920479863504,10463.054445062344,9168.210754631844,13669.833639671384,9348.900526876962,9639.888263225157,10335.418690226707,14097.20700333865,11132.173999192415,5366.526098791654,9863.562380549165,10051.210175375923,5712.954776393286,16648.093008525822,11018.258336113737,16196.362059385046,10260.43986552279,11624.572249006342,9257.822794203254,15734.14356714762,9830.839045989402,10756.548372492542
2025-02-20,11404.706892085054,11085.253317384042,9333.357085413985,10906.710554251227,10062.146632084703,6297.54950409047,11028.996494771445,11796.663220849729,10097.445590821133,10664.83613304147,9840.379280237988,14920.38739590969,9187.768605797397,9744.740936953074,9973.801015786357,12745.049088715052,11138.182775479003,5097.636489645126,10381.723943729241,9892.607654186762,5690.580542227204,16127.906966067827,10348.503793934404,15902.925671605642,10233.31276733211,11290.286136422348,9604.532193912317,14889.752975959838,9959.204602347032,10199.527464099281
2025-02-21,11209.30274830588,11259.255634448225,9556.020811453389,10707.023771151325,10049.40454773423,6404.004575885739,10798.183234807544,10530.263058966779,10240.088386498011,11026.323035151938,10323.616132103982,14821.724850936534,9666.480212929002,9489.974736191605,9762.334213245163,13437.377140184586,11193.262886422117,5216.779581698073,10278.042444096005,9815.938984213994,4920.678349707734,15734.94904419009,10713.899132503875,15343.475743564864,10311.21508231285,11230.377421157,8985.177538314432,15426.861399591871,9333.758357733213,10548.693740640629
2025-02-22,11242.978495691264,10828.218254890118,9617.852205069818,11011.413977312752,10083.263610662312,5968.967967363895,11074.344234308815,10517.09656531143,9842.20876104286,9781.649561534985,9859.721771240353,14985.541824242964,8933.079109001563,9418.798777361055,9624.62323537504,13789.141173667707,11151.539772555954,4649.358023494884,9308.977594616837,9381.935854429603,4904.439684089676,16938.63948237165,10656.702069847428,16132.889147514457,9661.919479121647,10647.732474085029,9470.900343261173,16434.7280078689,9273.109213686726,10156.272865417752
2025-02-23,10506.272596314575,10935.933054919387,9599.997281401595,10651.075117344171,9340.390407990519,6062.903430891841,10427.546247758904,10849.56288237378,9821.42642184303,10651.911842140906,9370.250185453973,15494.458555890778,9415.605000346199,9319.670195917512,9527.964609788285,15229.424932427888,10937.166303143083,5213.096355377677,9792.570073673838,9767.140683254089,4841.975399264483,14853.13498761054,10128.198329428555,14103.466028670318,9763.199393343788,11450.299515277435,8905.45421072595,17744.365857289824,9330.079348637297,9999.320939870731
2025-02-24,11392.15599460383,11100.434738181024,9738.41218981817,10810.965007474884,9376.641005419391,6847.526020135591,10968.831942037761,10767.522901693907,9665.94282578067,10724.088062931753,9274.231152388295,13912.350005764221,9135.93447005695,9793.632123084366,9762.739767327232,15259.122257519211,11550.808758603549,4907.3246694879645,10531.19396502135,9556.397032479988,5219.367815002468,14727.456363620155,10602.87833544637,15106.50328408049,10319.122263737143,11297.518900678722,9152.168409325433,17979.00082503654,9757.524043306841,9445.751144516491
