date,cand_g09,cand_b00,cand_g10,cand_g17,cand_b07,cand_g11,cand_g12,cand_g02,cand_g03,cand_g06,cand_b05,cand_b01,cand_g16,cand_b06,cand_g13,cand_b02,cand_g07,cand_b04,cand_g00,cand_g08,cand_b03,cand_g15,cand_g04,cand_g14,cand_g05,cand_g01
2025-01-11,9357.348780950677,15524.272564441228,9750.357266070961,10266.118428142532,11258.643006545683,9828.831700806239,10379.931669021586,10938.290439145905,9400.860782695787,9308.142200946862,14536.844675613718,18509.47705249535,9301.802656197895,15792.262271894071,10891.548912301272,14786.697105784548,10441.928283546526,10800.848738858456,9591.438973420045,9954.334466085347,7421.472594977798,9802.482890491048,11427.54597901113,11718.565980154674,11133.322241063743,9847.094623321595
2025-01-12,9649.660996421966,14795.086264076363,10404.91687756473,10116.862290505484,13314.563974730632,8870.986169908027,9789.326912111279,11206.456530321137,9665.168542838646,9999.569808218885,15698.344763057321,18341.949044791352,9080.153960489408,16390.555375530268,11301.886852033262,14027.120563515562,10551.200165695916,11231.57740839999,10226.351215031376,9674.841488193764,6502.598532643535,10002.021101178634,10521.0961915867,11128.790349785706,10618.26118422474,10025.947740476544
2025-01-13,9365.504625817704,16670.98792310277,10438.036480855848,10180.344645234482,13657.030035872267,9469.123704046191,9534.482754295941,10908.756836073053,9235.991887622833,9400.840619268596,15723.991750758116,17623.520801150735,9256.068045900349,16193.193817222946,11034.504657313544,13440.778748585626,10472.229966981198,11123.700744610816,10023.93631050994,9548.619265863634,6805.24177719508,9921.327613868545,10884.406917751487,11485.53649489354,10718.505581465157,9971.408514511068
2025-01-14,9677.202789974594,15523.884680001001,10043.662152021518,10428.222692719512,13399.56849550262,9591.629248913983,9860.741142588991,11269.466750860196,9250.319883995908,9897.38679765504,14203.941112395072,16525.13756288665,9810.236430365425,15316.634399920065,11473.936180059363,13601.227576790034,10718.712985452748,10376.00044458165,9660.511204403567,10248.86624887415,7124.819592556791,10622.363794662171,10971.437523699518,11404.150904065722,10847.483476625628,10182.975261239875
2025-01-15,9840.900746097599,14489.26436296459,10253.769816079375,10557.498024075408,13471.605678286614,9952.24809187923,10064.343426033764,11705.91543550396,9459.758298195624,10176.36202413368,14892.619356795745,14974.493273493154,9379.470948804565,15736.358684503115,12011.018545537012,14042.908927980687,11181.959588699885,10772.356514170104,10648.016304868608,10491.832329862837,7330.75052954632,10080.366268797276,10763.2546874811,11356.499962537839,10963.948301271917,10003.196863095385
2025-01-16,9869.767240691275,14737.458121602584,10276.289370212571,9978.349694875893,12434.464595445545,9488.368680640871,9861.109624447941,10882.626819998053,9199.0222573738,9300.718333616041,15148.577841377923,16132.010054514298,9289.963871755715,16000.8988610363,11243.18514803059,13364.447167626928,10769.949751666492,10669.167474175922,9836.318217016436,9673.488231625568,6942.430672148014,10289.72997114122,11380.138499296747,11726.99515503878,10719.82210081314,9904.102454533944
2025-01-17,9678.49066370143,15599.171465869233,9595.353737638558,10506.943808559177,12161.40640980658,9223.623776100985,9553.559596319694,10414.752171808115,8891.014811047684,9146.198592472703,15009.735545696214,15349.17056263773,9065.314530530759,15270.81309772411,10744.806735284596,14520.050774003686,9915.592712997593,9636.128124732742,9322.065508040678,9780.067651954272,6764.667835331143,10177.336513718643,10538.979147732802,11659.385964000567,10366.901054047778,10391.251892569064
2025-01-18,9417.692266645197,14172.316611211385,9823.126097686873,10200.731656632091,12630.498240623807,8987.09307753639,9203.318509110417,9819.32395394436,9009.076751645647,9053.32856999069,13600.329730434,17163.231644107113,9002.14838961507,15787.361608069597,11034.84676720784,14239.353717156802,9794.43020561991,10077.347119326158,8936.814594987038,9375.742756631707,6596.634567692625,9555.432294315253,10349.557961988294,10583.474665617032,10397.001498770604,10041.497112689533
2025-01-19,9358.602886088936,14429.653841393456,9170.093201027974,9723.404941689601,12782.260026748585,9243.601366105171,9054.767557935043,10189.617128762506,8854.557418330573,8798.978321995251,15958.851353940428,16720.05165751298,9068.62468244493,15466.00602481509,10584.484726414785,14758.115822018033,10259.511233838832,10333.64830749504,9038.626937169902,9426.65440822825,6312.572688119031,9366.178057718736,10207.66057952019,11210.742231046948,9954.795236952037,9797.852987543674
2025-01-20,9607.184178405465,15684.791730810382,9540.812395655625,10262.249042161908,13935.211214061077,9434.416032503006,9138.444710645932,10353.605078208917,8808.010721688239,9130.173102839832,15465.96525695831,17765.81461301776,9113.812986218201,14556.578047943707,10496.128247169352,12936.002070556282,10496.541357078888,10450.149824052005,9579.793542340763,9941.71630698914,6396.123021416856,9639.872340495918,10507.713266957386,10905.472105873101,10553.627573501188,9739.394412056234
2025-01-21,9394.181948215217,15333.514549055464,9901.666859953602,10206.285719792115,14015.036699430426,9094.530009556238,9357.912040375326,11094.441469686504,9268.270502441226,9110.665009810233,15963.115149118763,16641.395081250255,8808.284814907736,15004.948446219187,10928.387509124286,12585.0893137956,10615.43000335741,9969.056631730198,9399.423940709377,9779.224585172455,6362.439276570209,9483.794017882747,10557.443471226428,10563.515538048012,10025.225004871494,9317.146744160827
2025-01-22,9272.609735481123,15289.836156486472,9386.354886976684,10172.961337113486,12751.032035190496,9203.393326734924,9206.466880444443,10469.293170874736,8964.357970489833,9543.91539527462,14997.488918585135,15507.628269400435,9506.811834587601,14607.317719194678,11153.910593742028,13019.506824632073,10705.963570774951,9491.349005887463,10029.021353055114,9867.232680943194,6418.1804035990135,9971.050538934525,10530.310907287505,11563.621092213272,10449.30131067809,10401.882214881318
2025-01-23,9749.601605250147,14804.607851852197,9263.667195298445,9907.532813500582,12766.635687704518,9063.259928687914,9745.554386380823,10849.553310142866,9169.646144030341,8855.757284896528,14862.72055516514,14496.837551959125,8882.441882036086,12999.990556546178,10977.786177470747,12771.713414890304,10385.241171529726,10006.506881698138,9747.946737356975,9353.39779466835,6098.566160067819,9735.277437964809,10281.336656933288,11056.864817679647,10326.192782357939,9503.281440233946
2025-01-24,8993.034041705556,13526.68886239623,8916.777124753944,9330.879022662673,12728.93127786437,8913.145673881769,9001.47248195519,10455.510842338928,8433.952596167124,8978.387488437456,14146.392000482983,15289.016290021898,8222.26058401072,14377.155537525014,10354.690558034621,14318.822470128258,10116.331974529956,9840.41034101822,9536.91086969957,9709.974882008672,6126.275016747884,9513.09099246493,10040.916635166364,10269.418140146585,9668.099226557946,9345.656387479028
2025-01-25,8971.280280750385,15362.627966741666,8808.044022157155,9186.787658657835,12734.159102998143,8565.310645036681,8567.850222174086,9854.161504337138,8693.98570436019,8407.492075051874,14801.066750609192,15890.181704394106,8296.32174263496,15439.0752644061,9658.587605797786,13787.341118607637,10345.503123818398,10601.932077296597,8395.819007403263,9011.3183085442,6482.630836847991,9553.22572598408,9839.42708187303,9765.49530461038,9983.457105958365,9114.040311811445
2025-01-26,8440.221409910659,14616.474569316119,8714.735002068963,8993.555868845438,13593.811573449899,8620.95857519711,8460.476941599938,9521.168198970017,8902.034802955312,8539.25510891406,15859.895684487436,14918.76063339936,8596.498071698665,14935.017384258826,10135.08027494323,13878.6371655306,9755.332201118154,9741.169370707818,8607.658728651588,8780.740768677568,6339.83033462793,8899.800734493612,9660.726507029553,9836.554365597842,10006.264127659166,8799.02093363857
2025-01-27,8822.486908550267,15484.862064104698,9111.4679313214,9308.724846945594,14702.285011964195,8916.266814924273,8730.07831059299,9730.43124851166,8578.861877735688,8981.063365683018,16357.46757204798,14735.294117983263,8586.81698029553,14184.767096429241,10433.156940739033,15133.149418040904,9833.896332629276,9700.592757007204,9376.154747640505,8888.461276366568,6647.837079307884,8877.343681475702,10679.330059754622,9779.392173402714,9969.783110127953,9030.761266284402
2025-01-28,8800.11830464571,15590.323688843775,9611.469810127373,9978.544850503118,13968.22687245719,8946.471640156127,8410.589663028168,11004.308377823938,8871.529613843066,8961.78721776164,16253.542801999252,15104.890699272544,8800.958287604379,15038.632269012787,10495.573637016838,13366.889332589844,10445.116009272086,10207.142660145573,9351.7587819086,9548.656489069223,6736.013079919743,9744.323903150662,10112.765015656956,10773.324831336347,10125.928327897376,9424.83784176704
2025-01-29,8950.880400435053,14788.833354306127,8950.55974715664,10162.256771469301,13529.181775450439,8986.890497917844,9276.013270615114,9927.461162704292,8782.597693249503,9317.976700016567,15470.919598130478,15714.707004688022,8742.961272435594,14165.849648884056,10749.75167719236,13715.400346543918,10368.108872097497,9903.202161724572,9321.62110460118,9509.697971553513,6250.196193368386,8984.450548170958,10471.19446796126,10487.537026863,9297.207423450336,9249.67158615936
2025-01-30,8755.84214865187,14299.83083101648,9061.567709346176,9480.403288872672,12145.084011193097,8339.525889396149,9161.479160323508,9864.450829066256,8703.956495782324,9213.338904180524,15924.425531977287,14238.277052064072,8814.824249587828,14492.793462505033,10474.201681913644,13794.77110464047,9619.624313140144,9908.457776882298,9615.223216481336,9412.639608317251,6424.5932613418045,9305.373064628853,10354.839355906672,10695.584559352308,9235.734923133394,9085.607505483575
2025-01-31,8618.44037234418,13875.45235672949,9484.82019950734,9841.072250746249,14107.462102087886,8694.094751056618,8824.658112935715,9967.168747480655,8455.474589932268,8444.319593928594,15036.522051517893,14573.773032930843,8616.265972662084,13740.469728396503,10218.901461307887,13769.043512066726,9797.865180646222,9905.367632606127,9166.9283844033,9133.689270362996,6356.592899160183,8971.132775264903,9718.164433858108,10573.17150514889,9881.147797901944,9568.062969761517
2025-02-01,8345.782437369673,15167.950110429507,9016.29450597576,8756.098212344854,11933.305427713054,8246.631476555385,9123.519817617605,9431.179606465314,8479.348791456496,8674.896159283577,14867.822024831665,14710.778704132914,8623.220539705357,14375.974635931241,10395.961644101959,13522.244703645307,10179.365465640707,9569.809130961894,8995.695553475285,9136.54506414946,6470.151789098559,9161.51896245746,9292.440030422153,10461.219209470059,9031.684401426142,8906.38715472684
2025-02-02,8880.602154857199,14610.418935052607,9451.793020641477,9773.946778574678,13583.086599824683,8730.886204593244,9010.92436920862,10167.265196013554,8565.923323706835,8892.503020882048,14933.40114343016,15083.15966503101,8909.146338702787,14243.63391625186,10273.285595251844,13414.254095207714,9689.727367041018,10314.362755063587,9054.778281820672,9345.789689112793,6604.073355764022,9351.715317683056,9686.766421881022,10034.290202013144,9422.51384500219,8620.844728662421
2025-02-03,8777.89288962962,15397.585757847723,9584.548360740053,9753.4578428699,13362.017536028054,8844.161874008678,8932.683438176427,10360.734590536182,8049.8931653377695,9138.874839643217,15480.111614060685,15705.380303835485,8184.827217810507,15430.708146215384,10263.627343631242,13428.205998767164,9918.840664520101,9771.099653500318,9103.840880338383,9398.720982029772,7044.296193380183,9238.100172787315,10167.405104333175,10444.18344337907,9790.615889292081,9847.936119017308
2025-02-04,9513.470286438624,15822.127562606342,9808.29177966348,9756.67369753088,13492.395818707786,9482.58326653331,9102.606829660795,10342.220567671699,8877.29943546702,8838.987335478,15448.64635483656,16519.754173984384,9056.223841488489,15478.576019797376,10712.905155774662,13917.834123458772,10487.727783661374,9011.015269894422,9179.187509420866,9702.542977011688,6742.461169419307,9754.910200851691,11122.552750136463,10372.849244869165,10028.97603752008,9673.457848510963
2025-02-05,9464.727862656813,15472.280957696788,9595.365081631655,9630.676626610712,13490.973243535685,9438.89750598197,9524.369464855621,10675.001536216861,9047.010672872504,9268.65296045334,16570.513677255683,16234.48759627096,8986.47680788841,16165.363403417547,11140.152278818607,13446.728338635037,10162.392288678078,9092.147498392464,9255.971565665219,9980.003260241761,6424.75485817852,9668.371169040622,10310.607590471634,10683.669139465153,10477.772923029906,10175.79533738584
2025-02-06,8979.44754566378,14528.397067781822,9895.704807165695,10018.528265632029,14153.845548394102,9319.334142864545,9918.01546970015,11114.927663125056,8990.13044129156,8840.374778995181,15439.267873761073,15484.100627857222,8860.74950330362,14682.359813467292,11285.860839460263,13485.826726985399,9972.683404709578,10885.306422980124,9719.544611272333,9742.194775265953,6517.966042136478,9626.922113149198,10579.792297291116,11098.345993166033,10257.22921080178,10469.496565049029
2025-02-07,9608.94513776443,13576.525065330923,9654.474416511775,9640.903447705428,13008.2441684768,9310.985605787868,9506.754505134437,10320.837740701592,8925.192523296295,9974.384828364493,14421.989883365955,16574.965069863312,8803.712660393407,15585.864851302098,10914.512020348331,14120.071451023954,10056.58276243993,11300.388366927331,9634.616223378856,9879.385904888632,5906.272943958527,9814.340906098547,10560.427155407784,10793.405373097106,10423.723084298328,10250.264581181882
2025-02-08,8851.113235873347,14876.437224833271,9545.443436454678,9819.919148490811,12338.102548899742,8971.833539846506,9376.890963312766,10573.673165833789,8916.083068399508,9080.39310960082,15460.829830550481,15796.369902121965,8682.276770740398,15716.07014445112,10949.098741192689,14971.247768057185,10565.256681326146,10492.211227240026,9516.369243833697,9698.139474992584,6772.236900513349,9303.81644705919,10067.840909150014,10713.78433447219,10035.868526836697,9750.370616388265
2025-02-09,9231.149959252474,15112.662102863906,9805.219522952888,9518.1832981933,12610.856498139205,9213.22616055754,9463.408686949526,10824.231783484322,8933.725281138826,9405.126105445355,14625.100892867955,16651.284338249145,9216.306119036668,15453.379956307705,10908.609560786532,13493.375939490812,10766.857781855284,10818.317243841211,9355.980405876297,9402.461225654042,6977.318508853283,9585.111200047058,10196.094473585275,10419.962119603473,10356.446138325027,9928.282921804674
2025-02-10,9983.725708973248,15194.043298993565,10094.558803662321,9880.750784290629,13799.866278545616,9801.973149088122,9715.155913149161,10758.808500681194,9653.195649983198,9333.870029539945,14974.469514561306,18302.06633436223,8925.451235580456,15790.05425511371,10769.34173470915,13555.250961601168,10804.375606961952,10744.309956980878,10379.585598644113,9912.632235710038,6549.236041633893,9629.600053824906,11096.171422969728,11038.089176124111,10822.831984876066,10299.238084090752
2025-02-11,10023.227357920767,15045.447524655301,10927.19320036066,10298.085353751992,14689.31323783758,9804.58077814802,10330.395121471,11422.235709166807,9229.059484615931,9393.73934085246,16302.05540720475,17144.733246869502,9507.615127109704,16332.262517212373,11285.620359451796,13747.758525923524,10513.478089296297,11269.972417991821,10377.500750225608,10207.288228745978,6619.869166848335,10059.531458682337,11368.96513794297,11526.378089110325,10534.503346550586,10373.167937067263
2025-02-12,10071.899973038717,14929.246154685776,10742.788230110571,11126.853996410799,13981.298770808113,9603.655878290798,10600.671426342986,11534.117946207918,9965.195693198708,10298.398696706792,15774.691403120178,16629.321351716535,9988.923324309273,14788.812631275263,11543.172841095215,12554.770057588885,11349.966165343429,10850.451063698047,10239.595296914336,10317.526514244997,7321.0787547778555,10336.60189477958,11364.233466564769,12200.647755213186,11023.095032052091,11010.350821803031
2025-02-13,9991.147039983722,15586.439342236326,11025.003475165468,10718.756637448807,12654.677256129648,9775.977367849186,10001.716967513492,11319.495425531219,9826.002298648422,10374.397326733153,15299.031575887595,15878.550798526217,10010.37492593011,15269.388299727316,11890.73377830615,13133.432248781774,11528.934745943154,10749.881033556148,10252.956386016114,10661.034909315385,6835.767424989503,11220.350164067899,11494.734083537523,12153.743017461378,11824.531074936902,10634.940605788817
2025-02-14,10056.375636593108,14283.570687066203,10918.86561346393,10771.826362326288,13100.208556566562,9874.40808906707,10132.176318603242,11597.928558878077,9735.988906345903,10227.06875519025,16051.425262793506,17923.60928025187,9610.399112182307,16386.02094138483,12398.841499705755,13888.649544633658,10992.53956238511,10713.420896357493,10330.949632030306,10058.065349784914,6822.228462765789,10405.176605593926,11660.526088387469,11742.872552660314,11583.43939491728,10585.622114739494
2025-02-15,9816.716971132348,14711.55641458377,10381.077176192439,10840.762150167002,11720.342164801408,9686.614849638241,9504.87936912971,10973.673406571726,9486.089876459962,9659.885308720271,14753.133064797401,17489.90372515707,9624.791274132638,16169.607279438098,11612.004636257445,14504.302870750758,10597.339776882767,10921.139810288412,10156.793746111682,10610.399198899457,6929.502463062978,10171.43395527438,11214.953830635903,11372.339270615706,10816.458664332946,9911.504582152404
2025-02-16,10115.812033356096,15332.865941123173,10110.594558668769,10233.345289866193,12734.291633358993,9397.181655606184,10309.881714269184,11449.839217475645,9367.386479296636,9841.859841457206,16707.573647703746,16265.78773721563,9265.856211665588,16679.622779302146,11158.596505854877,13665.333151875797,11098.716248688619,11209.62517048083,10651.852415750116,9880.535683665787,6669.002775103056,10236.423204205546,11340.42621971263,11540.572761695974,10748.14732080721,10200.045307355595
2025-02-17,10288.057068315215,16014.36885266803,10520.868566576313,10491.54764239332,13736.409785846405,9702.277018624703,10598.068670163471,11393.294802136637,9657.006433700179,10378.846052877683,16657.73382784144,16364.099197612813,9128.59207192103,16904.61837049094,11808.246648020673,13887.379000853032,11330.928811890595,11226.170941699742,10445.504559423467,10224.969007736627,6611.401094129163,10241.812400593572,11340.13624511295,11344.52659228272,10793.410257041742,10506.374055805483
2025-02-18,9819.042649780227,14716.473436780636,10560.924079706167,10567.58815776267,14001.371554136163,9853.776006955999,10245.852659852035,11735.92599209359,9420.224709841936,9430.82319569355,16381.98550151742,16955.449291738343,9830.641439063604,16395.506395096465,11913.796106674585,13238.978220537103,11346.7296617118,11829.121664503604,11081.700252228546,10680.885723041663,7534.918284262928,11019.604103212314,11884.58353038825,12144.979239406048,11054.726790700239,10552.469881697234
2025-02-19,9940.575526434652,15528.727172021867,10860.337566841998,11361.425651683918,14143.655122977068,9978.56306767401,10654.460785825093,11635.890780831645,9679.370235939758,9819.959081429828,16339.832902513519,17230.2667115351,9611.15853063589,16458.79014167203,12012.486376014518,13214.258950290829,11330.331100682526,10887.375249002824,10345.335841365943,10044.050630972035,7193.639905988732,10974.441791053854,11689.574416585241,12543.21128842195,10611.072408538268,9849.12014018128
2025-02-20,9973.314145769999,15307.888291638967,10849.553463902794,10044.331485871753,13285.207699650105,10129.495819672104,9941.687218414452,11236.181434857073,10203.744915745327,9927.11961682127,16064.516860055735,16569.73998312615,9684.332390464107,17690.158343233783,12157.995835519867,13549.452510311956,11398.335925394347,10610.372579030784,10180.438876414648,10352.164068930855,6621.590063804731,10019.553965242529,12145.30083890844,11917.134133024168,11826.114687535422,10044.56680821149
2025-02-21,9958.33942198858,13703.495370049022,9896.762824401585,10272.456540742454,12665.465134550337,9176.110613780353,10311.18938817118,10858.93033208883,9721.604438249295,9422.725990914605,15004.740640705233,16791.29484743455,9507.504333465116,16176.41314642144,11487.593350671637,13433.771380416067,11310.868168786008,11254.306766455578,9944.513174537617,10371.069140243391,7366.027917949004,10460.259868889369,11119.816259336112,11587.290852216163,10977.125542659778,10301.08672944132
2025-02-22,9591.873829821814,13634.275934282017,10228.302183341675,10342.254275312078,14017.684801392985,9624.073105182239,9931.092079792345,11049.063087010743,9300.333544127696,10098.76652149876,14630.769432400692,16382.830902050095,9577.755711947186,15547.453875623767,10500.955950023645,14708.132113895776,10619.28011300867,11115.240103651591,9900.629202022252,10019.63752579301,7400.645312532835,9918.23178918325,10955.5493900371,10965.963705391878,11104.672599219866,9501.85592000758
2025-02-23,9969.826018990043,14179.049293885806,10046.206244991798,10711.678687367465,12683.443336290891,9542.320519061457,9357.487354978737,11060.352417975244,9289.101495704244,10101.859938707537,16011.47876879817,17468.279526531707,9653.12208823943,17549.408527160453,11248.190711935827,14078.472871047483,10784.144636053701,11562.19186568213,9528.305671524904,10165.590498571943,6837.541522560237,10320.856281996246,10511.689395201885,11994.514590986004,11028.853730624318,9926.664200332492
2025-02-24,9674.820864125224,15873.048257974466,10256.696226885118,9877.691727844554,14286.723112730133,9240.83361557521,9790.49807945008,10790.061802542199,9583.982645691818,9482.21909217177,16697.10001646262,16903.800609212412,9855.944089298257,17423.39454841134,11586.188127732836,14123.813458768827,10828.042060839383,11465.158181954856,9650.748887544305,10130.62822786417,6633.76772439671,10118.14701256832,11505.584192467855,10942.368130558165,11108.250461760043,10563.520425855775
2025-02-25,9967.492481848925,14908.892601345568,11032.716936819023,10105.476500419896,14490.547292140738,9494.14152196139,10525.923996830299,11533.691082846586,9736.038198982766,9572.295545849349,16803.841938571415,17565.354120522075,9945.43259587349,16390.43894875626,11370.372348878196,12392.436299289313,11485.440030448854,10848.109439231717,10532.905790819439,10521.343629074845,7054.429646068664,10333.538840488394,11062.853477222401,11992.05131257713,10854.96104341984,10463.603407356597
2025-02-26,10347.549175205904,14377.223169370864,10593.648943071184,10540.832147621011,14174.241924737556,9747.476835347614,9862.18434342319,11270.47682242781,9782.544488296959,9610.164245579112,15674.534078405373,16837.667516855006,9530.49378614213,16521.055197641632,11390.377071551802,13155.84852223748,10673.581292773892,10086.888330074493,10595.18849306849,10375.3627221491,6301.513922811872,10366.250121770732,11555.852192921418,12279.590043226355,11417.020332221218,10781.836690232934
2025-02-27,10300.000382547852,13330.074791451721,10237.934761541615,10492.746535249482,13748.623326842855,9905.909259503704,10332.950756588449,11192.910031756468,9985.207272504624,10096.869933063585,14734.852281071118,16008.899754395608,9240.70207930847,15547.15543453854,11609.98356620074,14468.940960821203,11250.59389429742,10252.939380244698,10404.051686510815,10550.871393040596,7327.76213274303,9937.29877101927,11559.217727798765,11056.713046076206,10938.239784980478,10565.578987628143
2025-02-28,9727.900113719761,15481.479715511816,9969.283323292395,9645.85312259723,12467.766111758954,9251.82563300446,9893.518512062254,11175.104582698013,9000.55629044971,10009.382255379005,14071.538619989518,16764.407954950853,9568.829704792262,16203.569902197409,11071.112444197417,14679.862906650447,11022.47338653647,11974.866722161549,10226.393625233784,9791.103009814638,6934.624534761422,9893.051632965708,10914.634278978678,11205.17507808889,10618.13147492562,10170.107658359633
2025-03-01,9660.318514642686,15608.747013537524,9808.711338372072,10021.60511864945,13243.963311125537,9353.632052984933,10050.764899981363,10735.298856917132,8889.994092061046,9157.987749378926,14206.154836210404,16298.039169502727,9332.017994813086,17378.31080954678,10581.081117575073,14198.092493265156,10535.713423764664,10698.69671957306,9702.803269406833,9838.209087049097,6685.577928305061,9242.159373382068,10992.850184604991,10962.598138214318,10413.882373168477,10006.492102089003
2025-03-02,8801.583754614323,15195.719949913646,9847.809069757759,10510.249380683877,14670.396921628977,9340.92288500859,9496.288878740525,10478.58299886047,9063.467195860574,8992.217574972145,15841.559667697316,17584.285064971355,8762.799070012548,16366.712690789089,11246.53581086061,15055.925379725326,10157.412368540785,11007.89667354071,9620.080991262268,9498.927330163011,6605.483346155212,9286.8797549525,11142.01845045289,10575.45242450395,10374.59410507181,9442.319262233299
2025-03-03,9089.096945692929,14607.82948623965,9543.369273858438,10109.873692591604,13111.244414265104,8925.11670502171,9338.005942095333,10617.550629943657,9174.15166797719,9330.175180263266,15045.475854250242,16393.483555266957,8782.239776169652,15247.550901141773,10546.963730529338,13479.31903345811,10271.295143316094,11243.852439935758,9370.034084417448,9562.396240977881,6859.5151840292765,10059.069537001104,10457.331544983439,10917.026463096263,9957.75293537012,10080.269705198813
2025-03-04,9304.285915228413,14448.306496271563,10105.847648555478,10009.840738633682,13104.810255966742,9259.541982007026,9629.393674340594,11043.446263786338,9352.221808174885,8939.7421241074,15008.909298612687,14854.76464447963,9326.83017106795,16890.395257018918,11005.2535677624,14696.661572388837,10395.060690061186,11078.35674545541,9732.122658621665,9668.168021904887,6662.313238241932,9988.042996333403,10288.355501850952,11143.94281586339,10222.027757034188,9922.969564238698
