date,fanbase_other_region
2025-05-03,11417.84113477112
2025-05-04,10625.713981825937
2025-05-05,11452.988150859677
2025-05-06,11596.257132129342
2025-05-07,11676.292120252172
2025-05-08,11548.477550918135
2025-05-09,10887.697245932677
2025-05-10,11765.193108498537
2025-05-11,11476.192727229616
2025-05-12,11500.963011879534
2025-05-13,11551.643947977916
2025-05-14,11686.051496644377
2025-05-15,11299.897297334452
2025-05-16,11460.807833385968
2025-05-17,11332.547187317561
2025-05-18,11728.591300838307
2025-05-19,11391.791127653756
2025-05-20,11468.664353428976
2025-05-21,11671.610689027812
2025-05-22,11125.755650969135
2025-05-23,11237.25491118234
2025-05-24,11003.986033298677
2025-05-25,11244.155661585743
2025-05-26,11249.199105288466
2025-05-27,11684.767627987987
2025-05-28,11700.123814468852
2025-05-29,11507.728456985182
2025-05-30,11390.06561373523
2025-05-31,11110.111209189305
2025-06-01,10798.215567039846
2025-06-02,10910.396746844059
2025-06-03,11329.18326919383
2025-06-04,11788.998712037263
2025-06-05,11840.729356758726
2025-06-06,11472.874707551773
2025-06-07,11552.006097811065
2025-06-08,11161.28182309443
2025-06-09,11606.330496218465
2025-06-10,11017.18163588292
2025-06-11,11373.616529854595
2025-06-12,11587.49376176956
2025-06-13,11191.492015204816
2025-06-14,11404.719774624373
2025-06-15,10745.496165115059
2025-06-16,11724.260782389409
2025-06-17,10952.772161214943
2025-06-18,11639.427070501406
2025-06-19,11982.924630169906
2025-06-20,10681.96967209654
2025-06-21,11590.814522954288
2025-06-22,11407.922974665713
2025-06-23,11083.748607321842
2025-06-24,11521.186943681332
2025-06-25,11433.30770590927
2025-06-26,11674.550217570684
2025-06-27,11383.920995325876
2025-06-28,11236.658235769111
2025-06-29,11579.708290838878
2025-06-30,11827.001188729602
2025-07-01,11203.047531430671
2025-07-02,12166.706572198456
2025-07-03,11349.041561867742
2025-07-04,11418.900850558894
2025-07-05,11196.662390805854
2025-07-06,11291.304681263558
2025-07-07,11067.783794875579
2025-07-08,11541.608032355187
2025-07-09,11943.205318087386
2025-07-10,11821.180846558562
2025-07-11,11227.778097689024
2025-07-12,11095.398710454416
2025-07-13,11095.536399977851
2025-07-14,11366.19421593162
2025-07-15,11504.631293244513
2025-07-16,11702.117649045991
2025-07-17,12125.476244265345
2025-07-18,11074.216370167887
2025-07-19,11403.368173538422
2025-07-20,11209.487439784303
2025-07-21,11567.142212669973
2025-07-22,11212.447512735775
2025-07-23,11346.731067067547
2025-07-24,11848.691699939482
2025-07-25,11220.886482239632
2025-07-26,11229.23266209425
2025-07-27,11550.20486955161
2025-07-28,11494.55896034884
2025-07-29,11506.897319588394
2025-07-30,11796.024783529552
2025-07-31,11596.782985004453
2025-08-01,11681.095518013888
2025-08-02,11478.790629983983
2025-08-03,11046.02330379335
2025-08-04,11559.702662349448
2025-08-05,11612.672260829842
2025-08-06,12020.380696411205
2025-08-07,11447.14493090944
2025-08-08,11353.453414947016
2025-08-09,11289.06661244081
2025-08-10,11373.064175103793
2025-08-11,12290.316682533252
2025-08-12,11071.178421732702
2025-08-13,11623.28259704071
2025-08-14,11602.586391520676
2025-08-15,11709.32097331814
2025-08-16,11430.075642706674
2025-08-17,11575.49028479261
2025-08-18,11632.42660804462
2025-08-19,11564.019314767245
2025-08-20,11535.373142324206
2025-08-21,11591.554142596327
2025-08-22,11073.378884535849
2025-08-23,11253.47376465892
2025-08-24,11101.61658298377
2025-08-25,11409.287860929651
2025-08-26,11508.193061247342
2025-08-27,11883.793539922106
2025-08-28,11313.760082877852
2025-08-29,11032.400967320122
2025-08-30,11260.88525233416
2025-08-31,11660.490328510597
2025-09-01,11312.82009768386
2025-09-02,11819.784663206236
2025-09-03,11894.242042523
2025-09-04,11064.765609377622
2025-09-05,11096.648955231745
2025-09-06,11001.97510900656
2025-09-07,11037.180991331496
2025-09-08,11431.174400597403
2025-09-09,11711.70648015947
2025-09-10,11721.035286772472
2025-09-11,11843.16471146841
2025-09-12,10988.877245954249
2025-09-13,10931.885483879541
2025-09-14,11443.304105126144
2025-09-15,11414.051235395606
2025-09-16,11817.594267698629
2025-09-17,11225.884368483712
2025-09-18,11630.567715117331
2025-09-19,11144.802051861827
2025-09-20,11102.233151744495
2025-09-21,11237.638248109286
2025-09-22,11123.902510740096
2025-09-23,11382.410546749416
2025-09-24,11315.93702843542
2025-09-25,11925.220197196737
2025-09-26,11296.56459236155
2025-09-27,11122.205146470104
2025-09-28,11297.313427484609
2025-09-29,11368.694269579664
2025-09-30,11362.654185384219
2025-10-01,11806.214169211054
2025-10-02,11375.475778910482
2025-10-03,11506.391172801406
2025-10-04,11522.41703672202
2025-10-05,10981.268891956452
2025-10-06,11380.375795194952
2025-10-07,11723.779273434926
2025-10-08,11432.780875505994
2025-10-09,11706.114479320991
2025-10-10,10867.995044145657
2025-10-11,11042.270416396563
2025-10-12,11016.14068703316
2025-10-13,11399.032874096738
2025-10-14,11172.553161599697
2025-10-15,11259.401525999778
2025-10-16,11543.023175151466
2025-10-17,11132.637250485916
2025-10-18,11598.489242015243
2025-10-19,11464.217570754225
2025-10-20,11739.480025683424
2025-10-21,11629.843718656233
2025-10-22,12005.280419445777
2025-10-23,11453.399278685816
2025-10-24,11292.194225464136
2025-10-25,11405.850668738198
2025-10-26,11739.058344754627
2025-10-27,11358.50638701354
2025-10-28,11945.342456730195
2025-10-29,11405.245473110408
2025-10-30,11481.83269832488
2025-10-31,11513.171087332463
2025-11-01,11635.407602674908
2025-11-02,11453.06045552106
2025-11-03,11116.410645713955
2025-11-04,10594.138600790802
2025-11-05,11118.594109796202
2025-11-06,11566.37757467558
2025-11-07,11207.217263787097
2025-11-08,11272.095171178216
2025-11-09,11012.958891977394
2025-11-10,11375.429167725837
2025-11-11,11773.279047282094
2025-11-12,11528.935680299754
2025-11-13,11873.669239074658
2025-11-14,10815.198308425128
2025-11-15,11272.86215274452
2025-11-16,11638.379215887708
2025-11-17,11277.591051223275
2025-11-18,11675.605908121077
2025-11-19,11540.869024967069
2025-11-20,11604.90092400429
2025-11-21,11498.94565616377
2025-11-22,11095.017838578386
2025-11-23,11342.719423387061
2025-11-24,11503.963363050996
2025-11-25,11404.52978050417
2025-11-26,11113.179013188217
2025-11-27,11752.17350826017
2025-11-28,11631.66057193226
2025-11-29,10751.87668057291
2025-11-30,10843.716303631849
2025-12-01,11246.509121915158
2025-12-02,11768.71178263433
2025-12-03,11704.314021855489
2025-12-04,11649.685850628071
2025-12-05,11120.239540731256
2025-12-06,11418.286335613891
2025-12-07,11546.917926495948
2025-12-08,10755.3913397152
2025-12-09,11493.154932077072
2025-12-10,11872.898864869112
2025-12-11,11493.600492520474
2025-12-12,11263.509494754948
2025-12-13,11884.14812142213
2025-12-14,10816.213389586188
2025-12-15,11097.441893313216
2025-12-16,11225.93259796009
2025-12-17,11494.460544488225
2025-12-18,11366.861790194645
2025-12-19,11336.239678679694
2025-12-20,11442.555650328828
2025-12-21,10772.835535815471
2025-12-22,11421.706738089844
2025-12-23,11463.715104517109
2025-12-24,12045.465912566093
2025-12-25,11436.502261009105
2025-12-26,11462.886330071107
2025-12-27,11174.33430583285
2025-12-28,11680.274262156418
2025-12-29,11039.087659425346
2025-12-30,11723.052131908507
2025-12-31,11874.458039494595
2026-01-01,11696.157134033972
2026-01-02,11123.462280033602
2026-01-03,11322.030737087438
2026-01-04,10801.799993538914
2026-01-05,11425.459214745726
2026-01-06,11654.066686475373
2026-01-07,11328.218588052981
2026-01-08,12027.359883334912
2026-01-09,11635.749768240017
2026-01-10,11310.902823674658
2026-01-11,10735.59303014939
2026-01-12,11440.602180044507
2026-01-13,11383.791287856864
2026-01-14,11213.230036375751
2026-01-15,11807.677827943002
2026-01-16,11597.525583410936
2026-01-17,11286.585000509473
2026-01-18,10801.451635072199
2026-01-19,11940.743697852642
2026-01-20,11564.366541313433
2026-01-21,11443.595450987486
2026-01-22,11822.19766470033
2026-01-23,11086.233657457973
2026-01-24,11386.01381861907
2026-01-25,11147.234152894174
2026-01-26,11422.159841718254
2026-01-27,11224.37855509236
2026-01-28,11696.361737468524
2026-01-29,11571.910551601863
2026-01-30,11324.45264995534
2026-01-31,11374.78617122021
2026-02-01,10949.13815368899
2026-02-02,11186.092544147701
2026-02-03,12021.978081323268
2026-02-04,11666.815822681223
2026-02-05,11415.364902288347
2026-02-06,11842.239772654375
2026-02-07,10590.529001971225
2026-02-08,11238.210366266112
2026-02-09,11210.070512213473
2026-02-10,11212.706307990387
2026-02-11,11771.744876654391
2026-02-12,11574.35509743099
2026-02-13,11130.233443729478
2026-02-14,11066.247546011124
2026-02-15,11216.318811615956
2026-02-16,11311.5084587986
2026-02-17,11431.895672683757
2026-02-18,11987.532645663337
2026-02-19,11216.893199789652
2026-02-20,11423.881106744257
2026-02-21,11075.681971138143
2026-02-22,10916.111854925855
2026-02-23,11477.28550381278
2026-02-24,10778.401332590944
2026-02-25,11376.531280053689
2026-02-26,11591.212710595533
2026-02-27,11202.960751246635
2026-02-28,11039.917187905845
2026-03-01,11280.74221407544
2026-03-02,11306.821814192246
2026-03-03,11383.60000638517
2026-03-04,11488.651592393522
2026-03-05,11933.776729168867
2026-03-06,11718.26369469445
2026-03-07,11325.70239817368
2026-03-08,10896.527886062595
2026-03-09,11146.732378594032
2026-03-10,11870.102395030895
2026-03-11,11871.540369187418
2026-03-12,11925.769795902317
2026-03-13,11378.185051855555
2026-03-14,11428.367733143588
2026-03-15,11056.666323875852
2026-03-16,11226.496282658645
2026-03-17,11744.369220065435
2026-03-18,11248.61947553798
2026-03-19,11669.21295482974
2026-03-20,11028.843093965328
2026-03-21,10945.248355266498
2026-03-22,11436.31272988803
2026-03-23,11175.551861541453
2026-03-24,11798.00843363197
2026-03-25,11939.946803387033
2026-03-26,11938.314298119725
2026-03-27,10926.366207166471
2026-03-28,11611.951718739188
2026-03-29,10795.553586395643
2026-03-30,11525.764329908803
2026-03-31,11637.281141479725
2026-04-01,11523.662991315168
2026-04-02,11457.905602355882
2026-04-03,10896.621048622706
2026-04-04,10869.65843909941
2026-04-05,11573.25090999222
2026-04-06,11246.175619501175
2026-04-07,11367.986206661657
2026-04-08,11718.894405096671
2026-04-09,11699.914308290872
2026-04-10,11298.630598212923
2026-04-11,11768.780833511397
2026-04-12,11586.265549111022
2026-04-13,10744.727960419646
2026-04-14,11845.017535466975
2026-04-15,11765.87264021698
2026-04-16,11201.386625592255
2026-04-17,11460.581117415306
2026-04-18,11240.164546797909
2026-04-19,10944.62612553574
2026-04-20,11394.672143311222
2026-04-21,11476.051938372259
2026-04-22,11632.879212772117
2026-04-23,11981.066283872236
2026-04-24,11632.79644219263
2026-04-25,11330.678914714725
2026-04-26,11399.664296913776
2026-04-27,10780.711619751606
2026-04-28,11400.79474112341
2026-04-29,11700.070942254271
2026-04-30,11874.653857343537
2026-05-01,11509.044310165296
2026-05-02,11017.692547872985
2026-05-03,11408.89972124374
2026-05-04,11797.545355286322
2026-05-05,11746.287493662752
2026-05-06,11651.414313234443
2026-05-07,11421.826686564951
2026-05-08,11008.570943095488
2026-05-09,11144.993186037778
2026-05-10,11372.660317139116
2026-05-11,11065.450303440712
2026-05-12,11645.283835684526
2026-05-13,11899.794783356203
2026-05-14,11368.629164960403
2026-05-15,11517.518054707667
2026-05-16,11505.062903573256
2026-05-17,11181.264762884104
2026-05-18,10815.35147291084
2026-05-19,11676.567961289562
2026-05-20,11759.21858477037
2026-05-21,11277.132756099227
2026-05-22,11366.515985234622
2026-05-23,11295.089457333916
2026-05-24,10956.178805215857
2026-05-25,11185.250161351714
2026-05-26,11624.033472425535
2026-05-27,11253.160340301109
2026-05-28,11948.084656507446
2026-05-29,11031.252862916193
2026-05-30,10865.94588623902
2026-05-31,11399.36422825567
2026-06-01,11203.460571270283
2026-06-02,11480.447323491546
2026-06-03,11722.413647730913
2026-06-04,11605.306160573002
2026-06-05,11705.036784964386
2026-06-06,10893.28146302389
2026-06-07,11427.333840495132
2026-06-08,11266.523503212855
2026-06-09,11610.621091721647
2026-06-10,11823.259015796153
2026-06-11,11537.113648763858
2026-06-12,11473.774115089054
2026-06-13,10516.68783838768
2026-06-14,10939.614511674577
2026-06-15,11237.407494422014
2026-06-16,11846.935193683785
2026-06-17,11314.96282075829
2026-06-18,11724.917209978932
2026-06-19,10978.863628607363
2026-06-20,10852.205805298272
2026-06-21,11459.025470437327
2026-06-22,11902.275806456786
2026-06-23,11914.690746147557
2026-06-24,11570.911720007107
