date,true_counterfactual,true_effect
2025-04-15,10384.838720133628,0.0
2025-04-16,10701.526694265413,0.0
2025-04-17,10154.57833743586,0.0
2025-04-18,9849.123464630014,0.0
2025-04-19,9048.500958061313,0.0
2025-04-20,9384.338445817179,0.0
2025-04-21,9416.307352544234,0.0
2025-04-22,9833.75451529439,0.0
2025-04-23,10340.41194967451,0.0
2025-04-24,9778.681197991604,0.0
2025-04-25,9525.339169930514,0.0
2025-04-26,9149.523564331552,0.0
2025-04-27,8789.894531464735,0.0
2025-04-28,8939.11410872112,0.0
2025-04-29,9914.255107038476,0.0
2025-04-30,9616.317174858068,0.0
2025-05-01,9269.415935540752,0.0
2025-05-02,8552.725655243912,0.0
2025-05-03,8287.123819511668,0.0
2025-05-04,8491.391215652207,0.0
2025-05-05,8917.307298372942,0.0
2025-05-06,9429.885007670082,0.0
2025-05-07,9362.47388173506,0.0
2025-05-08,9858.811066228871,0.0
2025-05-09,9298.851115843307,0.0
2025-05-10,8525.216991477988,0.0
2025-05-11,8452.119554323237,0.0
2025-05-12,9150.286594880125,0.0
2025-05-13,9503.262185340687,0.0
2025-05-14,10101.834593259327,0.0
2025-05-15,9712.462865243824,0.0
2025-05-16,9762.772788891141,0.0
2025-05-17,10047.853779900111,0.0
2025-05-18,9258.156990180742,0.0
2025-05-19,10203.491968970355,0.0
2025-05-20,9844.41436954955,0.0
2025-05-21,10773.914774604624,0.0
2025-05-22,10508.470599302325,0.0
2025-05-23,9804.935341643171,0.0
2025-05-24,9463.717885912767,0.0
2025-05-25,9227.855252743322,0.0
2025-05-26,10162.194304079256,0.0
2025-05-27,10513.667448586202,0.0
2025-05-28,10873.441330730686,0.0
2025-05-29,10751.145382826877,0.0
2025-05-30,9974.177151031754,0.0
2025-05-31,9277.394103968845,0.0
2025-06-01,9468.863382678035,0.0
2025-06-02,9649.838317760537,0.0
2025-06-03,9679.717208988313,0.0
2025-06-04,10254.507899689048,0.0
2025-06-05,9668.687512019918,0.0
2025-06-06,8702.202943057302,0.0
2025-06-07,8398.902286615445,0.0
2025-06-08,8635.698998299644,0.0
2025-06-09,8705.541242838408,0.0
2025-06-10,9622.700176302718,0.0
2025-06-11,9258.361133864126,0.0
2025-06-12,9300.328654355402,0.0
2025-06-13,8455.348737407003,0.0
2025-06-14,7658.847965022422,0.0
2025-06-15,7596.916382225517,0.0
2025-06-16,8546.913030604765,0.0
2025-06-17,8612.089971503256,0.0
2025-06-18,9059.996023460264,0.0
2025-06-19,8800.237800831539,0.0
2025-06-20,8394.500004200363,0.0
2025-06-21,7555.135562051577,0.0
2025-06-22,8028.088035729196,0.0
2025-06-23,8290.015882397547,0.0
2025-06-24,8979.539995721076,0.0
2025-06-25,9146.244153515596,0.0
2025-06-26,9161.974505426582,0.0
2025-06-27,8962.777980730161,0.0
2025-06-28,8359.208735412454,0.0
2025-06-29,8502.22074534454,0.0
2025-06-30,8984.317700518352,0.0
2025-07-01,9666.213610721374,0.0
2025-07-02,10798.372538413467,0.0
2025-07-03,10312.20174922798,0.0
2025-07-04,10782.957340786772,0.0
2025-07-05,9883.567242832221,0.0
2025-07-06,9705.244853847686,0.0
2025-07-07,9556.145679750194,0.0
2025-07-08,10599.195723506806,0.0
2025-07-09,10417.733239221716,0.0
2025-07-10,10029.943617191708,0.0
2025-07-11,9427.195374241834,0.0
2025-07-12,9010.035250046856,0.0
2025-07-13,9478.8042368123,0.0
2025-07-14,9578.044249601164,0.0
2025-07-15,9816.695686301513,0.0
2025-07-16,10530.52194946717,0.0
2025-07-17,10004.522253330162,0.0
2025-07-18,9204.475101652963,0.0
2025-07-19,8639.294908358805,0.0
2025-07-20,8616.470051265536,0.0
2025-07-21,9414.492732917322,0.0
2025-07-22,9783.42897276967,0.0
2025-07-23,9263.053996650438,0.0
2025-07-24,9259.033545933766,0.0
2025-07-25,8175.842124837164,0.0
2025-07-26,8102.325439824367,0.0
2025-07-27,8001.947994621814,0.0
2025-07-28,8590.945751913338,0.0
2025-07-29,8516.88644478697,0.0
2025-07-30,9085.308264687288,0.0
2025-07-31,8315.884957030003,0.0
2025-08-01,8079.782803930587,0.0
2025-08-02,7913.587631097749,0.0
2025-08-03,7410.743139060111,0.0
2025-08-04,8242.434232087977,0.0
2025-08-05,9084.362204188585,0.0
2025-08-06,8941.931990766276,0.0
2025-08-07,8597.409009335597,0.0
2025-08-08,8151.60038755321,0.0
2025-08-09,8036.947205024583,0.0
2025-08-10,8166.935154575417,0.0
2025-08-11,8757.348578586554,0.0
2025-08-12,9383.492338757465,0.0
2025-08-13,9557.912248426112,0.0
2025-08-14,9121.83693327123,0.0
2025-08-15,8611.276188067532,0.0
2025-08-16,8442.922608043506,0.0
2025-08-17,8468.054268399033,0.0
2025-08-18,8906.47438636647,0.0
2025-08-19,10247.972481813951,0.0
2025-08-20,10328.737767936838,0.0
2025-08-21,10027.644141456794,0.0
2025-08-22,9300.89196269092,0.0
2025-08-23,9398.6433464597,0.0
2025-08-24,9148.554616888056,0.0
2025-08-25,9455.193475084938,0.0
2025-08-26,10161.160901895335,0.0
2025-08-27,10129.577045826121,0.0
2025-08-28,10068.982362951658,0.0
2025-08-29,9786.127391113008,0.0
2025-08-30,9462.672432380807,0.0
2025-08-31,9686.484189342564,0.0
2025-09-01,9613.067726360436,0.0
2025-09-02,10572.293163208895,0.0
2025-09-03,10514.478701047761,0.0
2025-09-04,10365.516791283562,0.0
2025-09-05,9884.487835905087,0.0
2025-09-06,9259.284588852768,0.0
2025-09-07,8869.913126376334,0.0
2025-09-08,9840.472935547168,0.0
2025-09-09,9576.921887928267,0.0
2025-09-10,9980.326172167219,0.0
2025-09-11,9873.511047625827,0.0
2025-09-12,9088.985742418154,0.0
2025-09-13,8545.397625446749,0.0
2025-09-14,8141.045816761226,0.0
2025-09-15,9216.55677935473,0.0
2025-09-16,9864.228398089761,0.0
2025-09-17,9317.334142176976,0.0
2025-09-18,9343.633722416835,0.0
2025-09-19,8993.66237776131,0.0
2025-09-20,8258.850871014056,0.0
2025-09-21,8100.678043595923,0.0
2025-09-22,8842.378752957824,0.0
2025-09-23,9806.982226200427,0.0
2025-09-24,9583.792505289253,0.0
2025-09-25,9224.092391763816,0.0
2025-09-26,9109.392007283646,0.0
2025-09-27,9126.004956782792,0.0
2025-09-28,8590.815963361014,0.0
2025-09-29,9208.583849810908,0.0
2025-09-30,9744.896682042625,0.0
2025-10-01,10263.03200365354,0.0
2025-10-02,9968.190716545774,0.0
2025-10-03,9635.649426034799,0.0
2025-10-04,9443.117403830183,0.0
2025-10-05,9741.787346629559,0.0
2025-10-06,9887.911766228432,0.0
2025-10-07,11110.561848724548,0.0
2025-10-08,11133.743802240368,0.0
2025-10-09,10809.04204518658,0.0
2025-10-10,9849.138789915605,0.0
2025-10-11,9540.782038823363,0.0
2025-10-12,9469.471390571898,0.0
2025-10-13,10578.450497848822,0.0
2025-10-14,11030.699776413801,0.0
2025-10-15,11572.044796500844,0.0
2025-10-16,10854.172614241339,0.0
2025-10-17,10472.753218390446,0.0
2025-10-18,10654.957464638497,0.0
2025-10-19,10008.620468016095,0.0
2025-10-20,10050.100959083717,0.0
2025-10-21,11324.949154503385,0.0
2025-10-22,10978.834091881541,0.0
2025-10-23,10292.972313871058,0.0
2025-10-24,9970.148838628953,0.0
2025-10-25,9426.404042475846,0.0
2025-10-26,9452.988483925901,0.0
2025-10-27,9739.515576036667,0.0
2025-10-28,10477.71855110493,0.0
2025-10-29,11176.540664491533,0.0
2025-10-30,10907.760147109162,0.0
2025-10-31,10589.31247629095,0.0
2025-11-01,9863.994661629771,0.0
2025-11-02,9164.906665470242,0.0
2025-11-03,9692.760345928627,0.0
2025-11-04,10403.057769745761,0.0
2025-11-05,10255.862663656155,0.0
2025-11-06,10015.375771362935,0.0
2025-11-07,9669.227073687758,0.0
2025-11-08,9001.865742759514,0.0
2025-11-09,9011.50841127689,0.0
2025-11-10,9892.491819831226,0.0
2025-11-11,10098.005502743252,0.0
2025-11-12,10582.4396147413,0.0
2025-11-13,10651.960304915576,0.0
2025-11-14,10120.376838557644,0.0
2025-11-15,9259.856396153522,0.0
2025-11-16,9779.309232498259,0.0
2025-11-17,10588.591325045092,0.0
2025-11-18,10869.189858860298,0.0
2025-11-19,11607.540955684352,0.0
2025-11-20,11440.963086754577,0.0
2025-11-21,10739.32238494823,0.0
2025-11-22,10623.023009132674,0.0
2025-11-23,10464.51022895627,0.0
2025-11-24,10872.924749430054,0.0
2025-11-25,11426.298605102325,0.0
2025-11-26,11922.607886698202,0.0
2025-11-27,11503.5279125747,0.0
2025-11-28,11766.27501875899,0.0
2025-11-29,10935.866789012061,0.0
2025-11-30,11203.32849296597,0.0
2025-12-01,11488.873202805631,0.0
2025-12-02,11830.410841907193,0.0
2025-12-03,12386.937271310031,0.0
2025-12-04,12286.71076978234,0.0
2025-12-05,11749.599326874695,0.0
2025-12-06,10893.975243149036,0.0
2025-12-07,10734.241571824481,0.0
2025-12-08,11529.62705186605,0.0
2025-12-09,11994.359767454118,0.0
2025-12-10,11671.181913070766,0.0
2025-12-11,11490.608731612041,0.0
2025-12-12,10757.59555445516,0.0
2025-12-13,10617.085660460241,0.0
2025-12-14,10282.362937801794,0.0
2025-12-15,11020.332313660172,0.0
2025-12-16,11022.75670452012,0.0
2025-12-17,11649.768540087727,0.0
2025-12-18,11032.523281482963,0.0
2025-12-19,10808.574029169355,0.0
2025-12-20,10041.113568126735,0.0
2025-12-21,10835.410328144808,0.0
2025-12-22,11391.456022482558,0.0
2025-12-23,12207.493626257045,0.0
2025-12-24,12965.00547184291,0.0
2025-12-25,12662.829303961333,0.0
2025-12-26,11755.867176396383,0.0
2025-12-27,10196.215384600704,0.0
2025-12-28,10427.575173434663,0.0
2025-12-29,10773.220038104815,0.0
2025-12-30,11666.52283479837,0.0
2025-12-31,12532.580529560457,0.0
2026-01-01,13251.425192458746,0.0
2026-01-02,12249.4213634533,0.0
2026-01-03,11625.904149722945,0.0
2026-01-04,10874.46200988747,0.0
2026-01-05,11134.950655510533,0.0
2026-01-06,12141.129814542155,0.0
2026-01-07,11801.345951798645,0.0
2026-01-08,12271.151392612213,0.0
2026-01-09,11412.434485185686,0.0
2026-01-10,11477.75782907042,0.0
2026-01-11,11667.276593693732,0.0
2026-01-12,12099.489259966906,0.0
2026-01-13,12703.24388858937,0.0
2026-01-14,12797.350122089842,0.0
2026-01-15,12350.952037963494,0.0
2026-01-16,11746.563456772412,0.0
2026-01-17,11281.29873422962,0.0
2026-01-18,10887.751429078786,0.0
2026-01-19,11946.018441270202,0.0
2026-01-20,12256.178600651758,0.0
2026-01-21,12128.716386654936,0.0
2026-01-22,11973.734912821626,0.0
2026-01-23,11767.805474292245,0.0
2026-01-24,11038.094809770797,0.0
2026-01-25,10801.173600765791,0.0
2026-01-26,11181.563928206902,0.0
2026-01-27,11631.290348051358,0.0
2026-01-28,12068.917450842308,0.0
2026-01-29,11569.069955930172,0.0
2026-01-30,10805.943348270159,0.0
2026-01-31,9897.197710713952,0.0
2026-02-01,10271.710667634821,0.0
2026-02-02,11014.804011082579,0.0
2026-02-03,11267.323260474343,0.0
2026-02-04,11447.495705404968,0.0
2026-02-05,11197.841316763435,0.0
2026-02-06,10861.593717448332,0.0
2026-02-07,9981.596111349187,0.0
2026-02-08,10313.200508606846,0.0
2026-02-09,11138.171186173584,0.0
2026-02-10,11465.516685278315,0.0
2026-02-11,11655.965924678887,0.0
2026-02-12,11483.518951757225,0.0
2026-02-13,11662.97116414305,0.0
2026-02-14,11276.303369444024,0.0
2026-02-15,11646.877008824327,0.0
2026-02-16,11095.828262951505,0.0
2026-02-17,11809.506702663779,0.0
2026-02-18,12432.16525262822,0.0
2026-02-19,11331.168501532953,0.0
2026-02-20,11778.049738824986,0.0
2026-02-21,11282.189842724876,0.0
2026-02-22,11095.46036127415,0.0
2026-02-23,11750.286539965093,0.0
2026-02-24,12255.486946174387,0.0
2026-02-25,12431.068446479978,0.0
2026-02-26,12895.679299494006,0.0
2026-02-27,11490.556361750536,0.0
2026-02-28,11746.014178092417,0.0
2026-03-01,11721.068314581436,0.0
2026-03-02,12033.433610845199,0.0
2026-03-03,12373.965755933263,0.0
2026-03-04,12648.021077476424,0.0
2026-03-05,12392.47143068587,0.0
2026-03-06,11969.31659061661,0.0
2026-03-07,11128.774364475716,178.06038983161125
2026-03-08,11195.409207481223,358.25309463939993
2026-03-09,11922.011603540777,572.2565569699582
2026-03-10,12019.041053820005,769.2186274444812
2026-03-11,12516.702252627,1001.3361802101608
2026-03-12,12122.156845710066,1163.7270571881672
2026-03-13,10816.638605892009,1211.4635238599058
2026-03-14,10409.172944818169,1332.3741369367272
2026-03-15,10627.036738951094,1530.2932904089594
2026-03-16,10459.547614440373,1673.5276183104597
2026-03-17,11349.815601189246,1815.970496190279
2026-03-18,11641.30552402464,1862.608883843941
2026-03-19,11391.971039477994,1822.7153663164772
2026-03-20,10527.892161708263,1684.4627458733212
2026-03-21,9656.988590052697,1545.1181744084315
2026-03-22,10293.688884048566,1646.9902214477697
2026-03-23,10378.706078868418,1660.592972618946
2026-03-24,10839.622234451052,1734.3395575121667
2026-03-25,10505.899567896933,1680.9439308635083
2026-03-26,10541.385817915512,1686.6217308664818
2026-03-27,10637.06471059389,1701.930353695021
2026-03-28,9783.568886731056,1565.3710218769684
2026-03-29,9513.279427917605,1522.1247084668157
2026-03-30,9916.745439744005,1586.67927035904
2026-03-31,10521.604388268664,1683.456702122985
2026-04-01,10870.16010803501,1739.2256172856014
2026-04-02,10594.46264027584,1695.1140224441333
2026-04-03,10268.988045820919,1643.038087331346
2026-04-04,9849.87708019563,1575.980332831301
2026-04-05,9450.56460104968,1512.0903361679484
2026-04-06,10550.928292394232,1688.1485267830758
2026-04-07,10938.72942235687,1750.196707577099
2026-04-08,10952.986062767286,1752.4777700427658
2026-04-09,11241.343472091885,1798.6149555347001
2026-04-10,10380.197433982245,1660.831589437159
2026-04-11,10370.114449590335,1659.2183119344536
2026-04-12,10292.661143431675,1646.8257829490667
2026-04-13,11103.357987097135,1776.5372779355403
2026-04-14,11908.32094208031,1905.3313507328494
2026-04-15,11578.187609657203,1852.5100175451516
2026-04-16,11293.6183189264,1806.978931028223
2026-04-17,11210.724491877829,1793.7159187004509
2026-04-18,10640.342193058204,1702.454750889312
2026-04-19,10262.473656836339,1641.9957850938135
2026-04-20,9951.05640361196,1592.1690245779118
2026-04-21,11450.279542425595,1832.0447267880936
2026-04-22,11109.282837061659,1777.4852539298645
2026-04-23,11600.319886941517,1856.0511819106414
2026-04-24,10822.682804739467,1731.6292487583141
2026-04-25,10191.310781859193,1630.6097250974708
2026-04-26,10446.123945981753,1671.3798313570805
2026-04-27,10532.890828543908,1685.2625325670251
2026-04-28,11090.453813403034,1774.4726101444849
2026-04-29,11328.567967941703,1812.570874870671
2026-04-30,10609.21953092018,1697.4751249472283
2026-05-01,9969.234574457108,1595.0775319131371
2026-05-02,9660.671788938322,1545.7074862301306
2026-05-03,9570.253995174524,1531.2406392279227
2026-05-04,10155.725017100496,1624.9160027360795
2026-05-05,10330.214362460683,1652.8342979937079
2026-05-06,10285.777418827305,1645.7243870123675
2026-05-07,10628.570131700188,1700.5712210720285
2026-05-08,9725.15036288099,1556.024058060957
2026-05-09,9048.229283402246,1447.7166853443596
2026-05-10,9089.485446457904,1454.317671433264
2026-05-11,9221.880979941523,1475.5009567906436
2026-05-12,10147.095459055357,1623.535273448857
2026-05-13,9735.213581588427,1557.634173054148
2026-05-14,10042.188590481339,1606.7501744770143
2026-05-15,8757.522112927383,1401.203538068381
2026-05-16,8605.643782952584,1376.903005272412
2026-05-17,9047.855936629896,1447.6569498607823
2026-05-18,9743.692982923487,1558.9908772677572
2026-05-19,10062.463219767946,1609.99411516287
2026-05-20,10127.909762942942,1620.465562070869
2026-05-21,10419.715425817907,1667.1544681308642
2026-05-22,9414.199992684273,1506.271998829483
2026-05-23,9072.674614852125,1451.6279383763394
2026-05-24,8979.590455961043,1436.7344729537654
2026-05-25,10091.310635921922,1614.6097017475058
2026-05-26,10468.128639780154,1674.900582364824
2026-05-27,10493.748172504793,1678.9997076007658
2026-05-28,10640.325913223936,1702.4521461158292
2026-05-29,9743.848946813336,1559.0158314901328
2026-05-30,10164.507832698873,1626.3212532318194
2026-05-31,9349.479871364281,1495.916779418285
2026-06-01,10013.832284732951,1602.213165557272
2026-06-02,11170.739045145452,1787.318247223271
2026-06-03,11676.554156753382,1868.2486650805404
2026-06-04,10958.272949820657,1753.323671971304
2026-06-05,10120.935158263952,1619.349625322231
2026-06-06,10283.910020736628,1645.425603317859
2026-06-07,10054.223257006273,1608.6757211210024
2026-06-08,10547.595740434615,1687.6153184695377
2026-06-09,10758.313540056315,1721.3301664090104
2026-06-10,10351.686319511758,1656.2698111218797
2026-06-11,10787.639012920174,1726.0222420672271
2026-06-12,9639.083672648829,1542.2533876238122
2026-06-13,9294.929787090241,1487.1887659344375
2026-06-14,9567.659525690624,1530.8255241104998
2026-06-15,9744.000928223704,1559.0401485157927
2026-06-16,9988.683070558964,1598.1892912894327
2026-06-17,10131.706884616355,1621.0731015386154
2026-06-18,10214.673631217433,1634.347780994789
2026-06-19,9497.450762216848,1519.5921219546944
2026-06-20,8903.38624764139,1424.5417996226224
2026-06-21,8822.832579050175,1411.653212648027
2026-06-22,9502.705905378269,1520.4329448605222
2026-06-23,9772.731871645961,1563.6370994633526
2026-06-24,9341.699328857001,1494.6718926171197
