date,cand_g09,cand_b04,cand_b09,cand_g14,cand_g05,cand_g11,cand_g02,cand_b06,cand_g10,cand_g13,cand_g01,cand_b05,cand_g15,cand_g17,cand_g19,cand_b01,cand_b02,cand_g03,cand_b08,cand_g12,cand_g04,cand_g06,cand_b00,cand_g07,cand_b03,cand_g00,cand_b07,cand_g16,cand_g18,cand_g08
2025-01-11,10895.758539727816,6243.092610183879,13295.01475505233,11666.70867724646,10846.05411856333,11300.853371725841,11410.690851600895,15886.282930160443,10473.784360862926,11462.00734593889,12416.473696564475,10238.395834388206,11679.170233463441,11422.870638699733,11478.443488415449,14351.271854647426,9909.610234334361,11205.086932835995,13321.138387741474,11836.857964711799,11716.338277727664,11086.80034665447,6570.406958906252,11561.874722407336,5792.949062966332,9957.914520833627,13060.249656910219,10018.771557205691,9781.775972376916,11205.273508114207
2025-01-12,9998.395031614487,6664.022441077865,13657.331770756367,11916.894060973507,10505.637624973482,10570.305469457635,11020.660491311528,15606.048695471874,9665.494330063222,10978.410041005725,12468.490199433681,9499.563189404302,11900.198439547556,10035.976661029983,11218.491321799966,14016.773635054711,9419.701974309939,11037.899660261206,14933.92044581026,12265.766082673928,11466.114856493541,10878.078877482529,5694.797125492905,11573.160882129057,6150.801810142154,10798.569498004901,13903.273825610488,11075.31761055214,10355.00137426224,11310.667509713792
2025-01-13,10636.42270601268,6428.973420017932,14929.142420147062,11572.164228736905,11664.651588684505,11008.979586333631,11042.62175791819,17751.344782491175,10582.007533042555,10898.595180703804,12145.706589473866,10260.418886795142,12615.76532175428,10821.739409721562,11647.386321935239,15005.940433095484,9003.247813997034,10844.16208832152,15695.55960635497,12512.213695874636,11597.40608256373,11592.51847346794,6326.941574069568,12006.545031341353,5975.396150232983,10395.343075174651,12953.634001036144,10742.677593065317,10072.242037441796,10876.000047036
2025-01-14,10551.227747924588,6030.904389075145,15346.6367856338,11319.918356198263,11068.062716849941,10999.653524007561,11125.621938484386,16948.953424276795,10193.215100804317,11110.044776163088,13057.664923454093,9316.119383949359,11875.754713054153,10416.97357857224,11295.50562008057,13913.038021921311,8912.781480082882,11160.717647013822,14181.688057425394,12615.442894316477,12152.712126727887,11204.185542439318,6074.426982459715,12492.766366997905,6294.410368427087,10223.115190790899,11401.834211549029,10586.346343990717,10531.66620909563,11183.69027847448
2025-01-15,11036.432764239806,5959.88949247301,15782.291871395875,11736.665114780435,11180.86142789727,10387.67896536349,11347.66707501367,17008.538618617866,10236.886671455099,11170.101138030568,11899.303037572625,10193.103306576708,12682.180327070393,10993.157650457602,11166.633977606603,13848.864779229538,9438.767728958415,11504.025075824571,15743.127737064795,12853.486080301347,12151.393555995806,11512.651168072143,5844.255652743652,12365.608985020166,6342.3214885999305,10221.111272516091,13379.976220692197,10522.419384625508,10352.14336550839,11009.255063862956
2025-01-16,10767.226339888412,5851.107013556832,12585.098566709357,11672.216046062409,10110.035623561389,11155.400640734353,11052.575543436953,15895.796537359078,10253.786773516216,10686.12645471669,11865.269462871831,9610.472286643311,12172.907320188497,10171.24165839213,11445.951524413618,12995.043987318497,9512.429543721084,11141.249518788862,14167.657152619668,12592.89224771755,11398.257900507002,10813.257189077238,5800.705129549992,10592.260756961303,6628.7542547052935,9806.415385591263,12041.018150393287,10863.835579789009,9682.667153041628,11113.892922871082
2025-01-17,10259.556160856499,6120.939385529139,13645.701026941131,11241.593686829965,9905.800702771612,10626.164153354006,10954.171594467372,15190.898884139011,9760.55599896607,10421.595025037397,11053.45951166447,8848.07053532356,10980.659962014706,10056.82693569849,11562.384884851725,14085.732089678848,9828.558603071891,10483.059605709657,13678.137064504417,11449.79656504116,11641.689970885302,10534.497607231535,6094.778671508731,10978.44145389103,6032.339331228506,9573.94879774707,11335.611431095456,9845.95167965144,9686.040691445301,10407.155949894588
2025-01-18,10184.13225391002,6004.151498986033,12925.836114627313,11426.58084682543,10176.129537854647,10260.029188562246,10038.030617541534,15288.920926517796,9714.442182743356,10150.237253241005,11065.854969669657,9147.060722584603,11507.116123026028,9254.551874324308,10787.854457073749,14349.67212161588,9443.148367718944,10123.006325720748,14465.389361097541,11031.784228977489,10516.95294782808,10061.643801303839,6354.380474862655,10910.807638432687,5832.90214230485,9654.007658701841,13283.57408283301,9725.31966298093,8965.528388973134,10322.19806259698
2025-01-19,9376.994707036543,6146.965944084347,14431.037255387058,10100.301079024704,9859.484815733824,9470.413382840079,10123.39966951851,15275.818655802546,9009.858177424183,9610.303714110029,10349.687736916389,9144.27684710207,10929.400424544805,9770.73636718424,10477.13698417021,13399.19991263202,9964.929420379483,9129.285946860291,14822.228842561146,11109.041173688976,10174.732145571566,9851.261903974491,5930.18639067767,10181.669879422343,5582.318255188698,9230.616589278707,12851.8393101902,9954.947029121733,9128.090056483477,9305.715548798462
2025-01-20,9611.784425754819,6243.562760155171,15397.89896610184,10610.054282199566,9899.893720955451,9828.834964415259,9895.82751255972,15104.014309488664,9536.374456569769,9624.502276468374,10392.918386000694,9252.605336132827,10671.75287878248,9519.161084767387,9932.918828570831,14389.490863274841,9489.416469209456,10261.754216798572,14109.749902849533,10602.328175592844,10496.420823730585,9852.846236144687,5443.231706498997,10244.9572286305,5907.367362326995,9045.82118644929,12544.645148939739,9441.353188167475,9450.062167111064,9635.137289246502
2025-01-21,9709.114969385575,5683.764674759084,15533.716412770991,10855.779923061136,9851.913434493617,10041.31869337704,10011.130979035916,17038.643283844878,9852.206741906293,10491.82076597204,11071.602179311201,9691.47208027651,11161.212291568341,9417.08536204115,10244.006708493,13229.929919684137,8728.055685702442,10309.453476230023,14889.753463483896,11177.944805839943,11084.462097172294,9720.509360650629,5679.891234561334,10690.448470471843,5931.693610819277,9570.07450428975,11787.967503182048,10035.250885960051,9596.187825345427,10419.10649969216
2025-01-22,9480.296312264638,5332.794214109689,14257.673909503237,11306.262007113997,10372.946872169583,9992.837767152609,10289.067276375028,17780.2973875733,10033.563947156674,10813.75112625768,10720.350628263122,8146.826513880306,11391.981797451082,10165.048318525574,10976.718262195185,13473.513781112144,9098.258557302654,10268.054148387362,15175.737127207629,11203.853488708544,10818.1995238577,9843.61971219814,5889.103066120396,10785.60804995592,6203.813998279946,9249.86334267697,12145.3405885377,9766.647644326213,8965.859424249244,10209.591626831674
2025-01-23,10514.694755714901,5651.591985634833,13151.08878367087,10723.84901750274,9761.079680349005,9805.754867163787,9861.752554658073,16909.673822389606,9577.329512716755,9201.087802515116,11379.912879889504,9298.379944383672,10382.798362903712,9598.679756295487,10501.960526865352,12407.33417237538,9337.097680842999,10141.505020818977,12938.152496472621,11301.983211701303,10558.369450792712,10098.078540527393,5952.671883710592,10764.41689490119,5816.391743963413,9628.578426503018,11707.14466704566,9641.737494078625,8644.791935775726,10230.072957661405
2025-01-24,9297.212249548118,6067.375034611095,12861.909568607653,10501.79077678803,9621.249176059526,9018.382957819904,9309.480741465792,17129.016224488532,9000.561770768394,9675.012752875178,10720.271947496474,8827.245642942402,10935.130534407741,9306.16690101652,10257.086746436718,13177.61435693829,9359.846011265732,9650.307453377744,12320.150481148996,10734.225442065468,10100.552232864644,9861.849300650096,6275.953063124291,10530.815480135245,5339.687557722406,9292.666437639047,10868.849982408212,9594.668894369466,8793.791099102747,9902.06314544967
2025-01-25,9299.348334902928,6108.031798753618,11697.508218906627,10001.957018920233,8991.429801560414,8694.884729719503,9207.615268406706,14445.865035807616,8696.592066944557,9136.355320617167,10790.45443734833,9103.548589396109,11223.50362661712,8839.468814675032,9940.046503629648,12771.818998943594,9064.620077775255,9806.179141582417,14184.451529953683,10503.489323704805,9632.345304160366,9087.872872330701,6303.513738878758,10146.167005007253,5789.090952733289,9710.361189703723,12384.65609303965,8659.420078540847,8044.771824652792,9934.021144436478
2025-01-26,9419.859200489125,5854.867458289608,14049.243320152054,9900.223218423338,8973.832308473453,9057.250353703741,9284.288687737771,15761.96477881273,9167.170486223835,8981.637471232378,10260.30477996988,8720.161598082734,10264.337618871104,9242.859152588817,9314.989289647401,14146.604451003954,9391.519683748596,9211.787019232495,13808.236622853598,9675.232858495125,10445.840600254338,9144.697174819066,5550.1104348698855,9801.83503833636,5834.680350217793,8177.4386261019445,12623.299576292258,9399.371837152306,8979.668684806733,9509.065106783066
2025-01-27,9104.3733457056,5834.688607073776,15885.602566832902,9945.978604065667,8876.70808182383,9044.1643893704,9958.988335547807,17434.04375435456,9246.38743612248,9674.115683861763,9580.615528044847,9034.058902955494,10323.409954463768,9494.131454700771,9991.810235727798,14048.898439918876,8509.130903857938,9625.507061849165,14634.344621083656,10305.432636177175,10001.448545137615,8958.22798170514,6024.947565836806,9303.605116700835,5882.134602740826,9026.909678029839,13082.5810174016,9281.366556007042,9396.41136352797,9808.491849512064
2025-01-28,9412.872413206185,5928.203845673979,14229.032038194022,10267.329396028686,9831.742170846202,9537.724049487259,9546.112969874343,16161.747736421208,9159.448927441978,9820.116411694702,10606.027651721191,8525.349936350074,9800.994585762484,9395.478578683473,10326.811364267733,13508.982467304053,8611.247540427656,9988.9527583147,13948.979157276837,10729.805432327736,10571.904659347356,10136.607502437759,5337.4653093056195,9990.598541418636,5755.315776113637,9123.919209928745,12158.295710827037,9462.147145163359,9190.151693061161,10162.601978653362
2025-01-29,9918.828933416347,5130.747638827189,14490.713797541803,10398.696630044002,9386.269421179562,9272.562301458252,10361.990926762093,15598.807268038498,9174.837951885913,10145.610440867116,11146.152028710329,8939.958612212227,11054.736675955823,9710.754983339368,10407.967956893484,13441.509490686023,9500.138943726388,10148.321542226104,14680.896396567208,11308.938474913452,10045.451970903045,9332.740479849868,5733.91849350879,10704.07367339126,5608.204182811556,9019.774079270223,12496.720166765164,9119.527606963376,9008.242499866374,9874.914714833465
2025-01-30,8804.494994384015,5812.3076597948275,12895.259793432819,10431.526028284989,9735.461681557623,9245.899896162406,9861.50812159925,17973.890941343496,9147.799397199553,10421.43321158028,10605.441909447936,8817.384829051089,10674.086615664046,9821.860988475873,10009.245652184349,11720.727773452998,8429.486308173875,9733.534705752807,12908.655306390052,10312.774344583335,9878.48748294204,9793.007070469523,5878.812675978661,9767.307130390396,6068.1999130294425,9500.709782051757,10896.531087151548,9580.463828005022,8837.653555591824,9447.152815662505
2025-01-31,9247.834811511235,5804.121027255523,12193.234816090655,9485.89421595775,9520.058967357862,8423.042357078848,9703.661344621047,15685.698415740506,8756.700626441274,10087.863474184369,9686.799816054152,8704.752932171286,10976.346901438603,9252.08510879676,10005.73745527794,13090.729130576508,9235.181046789508,9719.443252824805,13159.521130135045,9821.865676263906,9884.944879025725,9002.898087097527,5972.606128665381,10157.943795148225,5454.006739219468,8487.444554323372,12514.772646837759,8855.727484481571,8742.86050961946,8915.894564550334
2025-02-01,8570.594466750894,5920.364016141456,13850.128725187315,10130.621364332048,8702.265767494626,9234.803603659673,9109.272325910993,16032.794926300847,8737.07673720222,9507.878723516318,9894.40344527902,9212.4997550234,10001.153623324206,8717.29676897891,8827.150346500415,13752.021115677664,9428.322026079339,8656.391463386284,14509.7427722597,9794.417125224485,9443.201369722217,9058.535166040605,5968.903484668939,10126.83174235843,5694.528085297953,8895.453928058374,12762.754506931773,9015.684408863433,8289.027916238365,9163.415370843626
2025-02-02,8572.159122960953,6060.734979803826,15095.544133188452,9633.838623162326,8694.071379853329,9127.035456138095,9470.727112508956,14921.292658220045,8975.884636026127,9195.705781412527,9003.047678525627,8712.98989527611,9805.389223656324,9248.573505624025,8726.886448490779,13729.531980990503,9123.257768300327,9847.02591336415,14384.032641747155,10062.52912613619,9755.585519219527,9602.406736275769,5897.7106711234765,9943.175227117828,5780.073641173491,8541.168460661223,12308.071690572646,8764.144370691227,8632.475021970684,8914.939914549252
2025-02-03,9537.89188158279,5670.455239250677,15586.906144260318,10237.556770109573,8978.148348791885,9319.780002807525,10304.764375574807,15933.470257490604,8771.915421270907,9706.456235851758,10298.364906664701,9018.658592976704,10576.337812791251,9266.52980376925,10203.887666527164,12241.134946749971,9273.305161577231,9510.95912596939,14580.670676656704,10382.551996736715,10330.192642866728,9624.839703907644,6191.308037488842,10312.423670909066,5825.383175956642,9570.956628421096,12634.337844958574,9468.702322057577,8343.11293645296,9820.590951631551
2025-02-04,9833.463586015198,6031.360575341988,14312.044212342687,10367.605457856018,9548.53741753285,9716.96405095428,9904.343511851825,16021.696762638127,9121.208486495889,10272.260115969862,10656.98100890441,9208.91909472861,11018.308465209384,9499.539156881492,10871.342623198281,13113.393571010001,9318.1418949959,10017.431040977091,14915.404509581069,11363.798020749076,10622.678963851238,9747.896670217024,5474.1192461847695,10517.872435058976,5612.149339267571,9759.302768129788,12406.177376002406,10076.20623759147,8829.237227790483,10225.518684232342
2025-02-05,9855.363289308829,5834.075805685817,13752.096957839942,10598.414754803796,9832.829350403019,9480.356204976344,10170.763231124118,15943.015400995555,9828.092012618328,10211.02901954327,10681.972860242964,9299.680860435808,11560.40034080955,9734.46646951791,10235.377152272777,12412.212618836584,9385.665982310464,10047.966704912318,14381.477435158376,11085.296248780682,11011.84187252415,9673.657445343348,5987.490632931118,10825.264146350879,6405.179847687603,9556.906311024666,12542.002460475196,9805.251338955944,8961.991933598852,10550.250023816072
2025-02-06,9384.209772949196,6008.409284483606,13109.555084696865,10964.80755221132,9920.519903374792,9665.976021432773,10193.57059094707,17228.95725061264,9910.47058259323,10175.693766029523,10438.21267732646,9099.79604647095,10742.450490319896,9771.145274926697,10517.204556844672,12519.046773280323,10196.05148366767,11092.223822282269,14157.798206605963,11118.788854011647,10621.482730225349,9632.38068006299,5856.57514975564,10076.852241608532,5663.549125328254,9213.036912622083,12544.874111444362,9908.860944512408,9173.119995302683,9907.50856971894
2025-02-07,9886.727776623804,5530.461657375978,13003.838768730706,9833.918317678277,9533.852192600996,9681.145063373386,9328.7401126058,15848.690808578353,8507.90246398668,10301.879561357462,11010.415944574406,8478.605070402473,10727.329775338361,9731.00198702893,10162.959526154758,12478.994010602553,9666.936316415913,9685.409523502527,12655.372265597642,11445.835429938588,10351.112285011226,9431.86041914541,5728.645100099712,10639.933241864504,6138.6188897389,8962.780500759547,12221.734409373834,9621.148693740779,8955.72044411424,9888.193487250042
2025-02-08,8768.185722122827,6321.7581917985935,13434.871021091138,9836.74846012448,8930.603546252425,9255.281915873953,9585.761413330205,15008.052422095314,8937.617319505092,10101.142999892025,10138.773510278412,8671.913808806114,10537.387475819327,8956.903878931844,9858.484012895355,13905.798915858095,9507.082566541976,9854.440330111465,15052.946502484543,10982.097541663052,10380.683265275411,9892.022432011874,6111.833721886004,9851.218789395713,6010.930945858586,9125.489656891257,12968.904721640645,9433.7234118901,8708.121708831986,9344.382549463404
2025-02-09,9294.399398912536,6665.452966235227,13973.439657899913,9810.514224958077,9050.439626116096,9491.142814023571,10007.675451844929,16657.14021402157,9121.860425594918,9846.005409667845,10368.70337005459,9773.54594374622,10433.219019154496,8867.019056514395,9843.078264229986,14696.454495430396,9816.016886601485,9826.138994812114,14050.899080922381,10840.72992238351,10231.695440217485,9786.306462516712,6381.650714729012,10292.392306737082,5985.6436765083545,9086.760209697739,12734.082846437565,9245.790269702436,8755.122334165422,9329.981574981528
2025-02-10,9009.562881135895,6187.880069995974,15606.134028529288,10884.423102885276,9757.17305799122,9590.860284375083,9970.760857770763,16515.455760625147,9447.896628298415,9533.770232485855,10988.949865097673,9963.73596501225,10633.009400263329,9614.787653918194,10375.428808174272,13610.252725317836,8884.568177255347,10195.195772583646,14289.496498728813,11110.953341194423,10545.906962216652,9350.008751618008,5520.144633676688,10843.551215985952,5875.213015982765,9202.266360823285,12220.818209836727,9468.504643252538,9306.082939790665,10139.152948902853
2025-02-11,10292.176893378495,6242.377090076462,14567.385581693534,11224.910990803268,10429.964322929754,9723.037559310702,10574.445982053623,18806.702063369496,9783.269626987005,10953.80729999144,11892.84792552514,10518.972620187695,11339.537792988636,9855.683317091216,11047.41945853298,14519.293777898665,9527.153226471548,10389.616382724615,15195.076343981835,12339.677322122847,10930.858935138329,10255.987001002017,5927.319942136171,11765.792661843843,6254.2101206065545,9600.221829794958,12653.662070644048,10183.285547402505,10059.511238879326,10058.791393152953
2025-02-12,10385.038323624043,5946.685247543548,14540.442284914425,11959.28275381791,10691.67529406569,10777.257523293316,11211.420232802973,16190.128654634236,9399.054524101608,10716.847626942232,12318.938839500093,10025.1737467003,11755.26245645155,10059.31700313184,11265.308478460385,13640.784988832516,9730.874343524334,10785.581711634479,13107.358237584138,11774.906038986035,10968.97839206988,10175.657874447881,5709.715618467675,12432.04537397457,6417.545935657137,10102.743158242964,13386.150139445937,10448.454200983655,10015.903272426704,10943.084072198248
2025-02-13,10780.795245495297,5948.979305601102,13207.392354382173,11956.225049904453,10618.240007860564,11460.057434477114,11195.083066673678,16720.39828906687,9449.265357809854,11502.495431532898,12558.438496592164,9598.853393275378,12297.846178057986,10634.63596940973,11753.560076461603,13187.564611293277,10710.281709142024,10750.421455678703,13547.727901679636,12175.291761008453,11550.928681735275,10330.352630467289,6472.570304094373,12014.940451776847,6235.374056383222,9968.574466569997,12280.158856150236,10764.44141978323,10121.591550847173,10786.146610224916
2025-02-14,10932.156403700736,6690.258810518852,13309.13080821159,11171.492124746554,10794.833668305415,10486.02747433396,11166.536226775841,16263.320551967954,10022.601466340015,11223.68426638457,11757.633150048772,9957.337760785325,12280.952808884354,10320.347096288606,11059.955735550437,13217.336241238017,10421.410507918374,11676.990405716417,12492.99357494887,11710.219744364207,11437.272480856367,10670.960187669913,6426.88515950907,11843.370657534004,6087.044675660214,10234.741038136057,11540.153197247591,10723.1497657012,10331.63369833234,11103.148148884624
2025-02-15,10379.437404909155,5989.109980069159,13962.322090638036,11222.31863298732,10434.680771211637,10308.626798144009,10110.428004019515,15990.842968265571,9938.999761077292,10669.42697671399,11491.992092560457,9180.005110301514,12080.546576770541,10363.316334175779,10494.996798599677,14792.041029431151,9997.26388180844,10194.95913761456,14496.012552013039,12538.943689134814,11115.788709588784,10839.286349028564,6735.172163858351,10714.062976297468,6083.054153471589,9449.89090894595,13546.819551702094,10028.30260241523,9370.006060041262,9727.804070512866
2025-02-16,10047.867608405726,6438.8047462848335,14334.647983302488,11245.39532932919,10214.014623242705,9977.865736839422,10518.252256732825,15464.849106084972,9624.229557949346,10617.84268888572,11422.18865343744,10126.19891726202,11466.853080437653,10310.259437091909,11182.148630529304,14983.569776116825,10544.292508956714,10414.60797763156,15251.633756752228,11890.903345807745,11167.07286008908,9943.370941665293,6677.523732246198,11501.378686880402,6099.374254488994,9257.9156791063,13154.387404623212,10645.787452137738,9427.64235924845,10579.4816899178
2025-02-17,9679.776638455256,6355.820735118806,15676.511153165671,11726.062283108758,10194.55778913107,10104.220462280282,9773.601354197132,16330.798662756493,9875.520108139783,10947.17424841913,12071.522028852443,10692.279938773829,11744.075131179365,10159.039167569115,10812.165848626119,14702.250321263873,9682.917589531407,10480.03666163712,15272.81697875533,12101.519518896146,10955.85484178057,10683.491673436556,6365.918345331687,10669.850312477098,6347.617550703988,9469.502895610312,12982.787229538466,10417.832508217945,9719.875049623985,10530.813362530615
2025-02-18,10291.60385026944,5964.5622334839845,15465.463622964377,10609.736501148944,10810.185825449216,10315.763408297087,10528.213996995808,17808.144661893763,10022.200876499737,10409.89159229626,11480.035502915382,9773.336767533843,11097.379681440523,10291.554545250596,11468.892104738678,14094.934197109478,10115.487885745135,10516.604959254817,15729.966496092957,11964.855916754494,11417.632599867147,10208.299613979862,6651.790941081426,11810.28033246384,6072.504254717178,9225.19208668843,12836.465458202572,10287.002288012203,10321.903203345291,10483.184768238545
2025-02-19,10350.594707345692,6165.114402070194,14729.60605782556,10753.284895058601,10145.018940317124,10032.362888334494,10626.690332057988,16298.305818648238,9582.702880680748,10691.582064700784,11079.055692775359,10787.953998376359,11923.460765988862,9702.321767069569,11551.069153095465,13035.85435410712,10053.136993961856,10771.613787193388,14245.155162854539,12049.99372841433,11275.634696435545,9693.88878503444,6118.534483291696,11466.976799292499,6794.548425565076,9845.020267486563,13437.807435644134,10305.516285151016,9627.73047548674,10150.970046221002
2025-02-20,9849.027607236692,6247.891563521648,12736.007971239967,11004.258394897895,9944.202575512618,10202.980700309114,10294.235816659893,16689.05981643262,9389.173011995514,10710.773657060421,11413.832379225601,10600.62465299099,12658.797823294208,9719.755066798507,11216.97907244833,12653.325942056916,10540.934881384019,10655.35321672511,13518.450868463753,12145.256516030515,11335.594052227103,10752.393860973052,6617.564043473791,11612.271408308918,6480.840103069529,9969.20560525382,13018.073247036347,10138.117471931566,9361.775448361852,10099.511195658175
2025-02-21,9494.310802726874,6460.313626907336,13535.803203489382,10802.338279607517,10227.503503532607,10256.750050311924,10707.582554693769,16216.931031631593,8518.047319046265,10277.578826163528,11572.30049561973,9605.563623969858,11338.804236313337,10455.696010103522,10981.772541167373,13879.729494205074,10071.522945927794,10177.040265912643,13385.255122390494,11734.239459855979,10607.880220165305,10118.819168435304,6443.32559772461,11095.157368896203,5965.18853843266,9944.398444292034,11902.177028377013,10165.92335195384,8847.683310664446,9963.226106708113
2025-02-22,9699.85404776668,6373.147190431241,14386.255234603736,10281.123715197606,9763.846323226815,9928.470167991883,9842.000751363485,15442.945359154459,9104.93399174992,9537.840255239227,11423.448737299126,10456.244200078974,11086.47998629335,10090.131203573903,10551.591113392373,12722.880088663442,10585.488804828321,9026.292024574992,13144.109845473096,10804.646254573809,10946.462588727265,10447.906658439564,6714.460582799538,10617.626066244191,6000.076212314788,9629.102086249617,13132.154083728805,10172.543020061641,8889.074868615462,10267.59439348998
2025-02-23,9441.142603643153,6081.253196034766,15158.206796979965,10432.811137880659,9876.704505445101,9882.640134531985,9127.330307014558,16545.681842780377,9209.657070094683,9978.418342051054,10454.496669245314,10182.408146163867,11132.19172877155,9166.04351201882,10536.456727000992,14466.038236316124,9225.671221528404,9816.50458620552,13320.001630417586,10989.420584938644,10737.228608619696,9641.289015621322,6225.410908756786,10595.9567186911,6225.784959402723,9376.522633317527,12614.638129287769,9571.91299446069,8727.65958808984,10633.961863345303
2025-02-24,9318.703610687435,6539.575107373249,15009.463276679167,10718.81679769354,9861.97423028504,10025.588942701772,10135.892158234165,16103.744503674703,9448.969305652667,9931.917418948777,10629.762678749445,9241.61316482462,10684.13857009542,9439.057102851952,9996.401044090971,16334.387029135576,9543.483927839807,10412.982456572163,15028.980120128408,11986.015197513228,10869.245660462984,10216.436851695165,6514.1604545353375,10549.34457366836,5320.577622468125,9481.318978065463,12894.074548333077,9757.653792780779,9531.849770442057,9730.270914210307
