,streams
2025-04-17,2581.034446347083
2025-04-18,2484.6497125400433
2025-04-19,2289.5452553752702
2025-04-20,2400.7536049399646
2025-04-21,2539.536412671303
2025-04-22,2622.9304272783634
2025-04-23,2604.337946311391
2025-04-24,2421.7033247095055
2025-04-25,2302.6915604524575
2025-04-26,2141.7582598164413
2025-04-27,2109.935267002616
2025-04-28,2158.1306463428036
2025-04-29,2360.0557514579423
2025-04-30,2373.5667904200245
2025-05-01,2323.451684761234
2025-05-02,2339.5875818258714
2025-05-03,2321.464091601386
2025-05-04,2321.3326269677377
2025-05-05,2454.566990304786
2025-05-06,2646.146714660691
2025-05-07,2958.0473762902393
2025-05-08,2784.689897057674
2025-05-09,2680.317367356396
2025-05-10,2725.5639752315806
2025-05-11,2839.691275669334
2025-05-12,2849.3551448342123
2025-05-13,2943.215280142103
2025-05-14,3271.1743037157635
2025-05-15,3137.9380976866196
2025-05-16,3032.1582551362208
2025-05-17,3009.1023751076327
2025-05-18,2993.0009977838527
2025-05-19,3116.4428738453166
2025-05-20,3402.0233920927403
2025-05-21,3429.3222140137595
2025-05-22,3386.1849928444826
2025-05-23,3065.165427454783
2025-05-24,3061.1461911462043
2025-05-25,3065.776216865411
2025-05-26,3131.2286319187688
2025-05-27,3278.7753785544937
2025-05-28,3537.0646498904493
2025-05-29,3213.768842774376
2025-05-30,3175.3511697035015
2025-05-31,2906.561429092976
2025-06-01,3014.3488030091935
2025-06-02,3003.75979432172
2025-06-03,3189.6208579234553
2025-06-04,3092.715267707358
2025-06-05,3003.2935786456774
2025-06-06,3042.058045408846
2025-06-07,2731.6050456689386
2025-06-08,2518.2854149511395
2025-06-09,2635.774700197237
2025-06-10,2842.4892354198764
2025-06-11,3006.249000558075
2025-06-12,2828.846261695869
2025-06-13,2562.804942889166
2025-06-14,2443.782649035078
2025-06-15,2429.37013281851
2025-06-16,2600.048134854993
2025-06-17,2662.2666232354804
2025-06-18,2622.5500931547213
2025-06-19,2679.3779113742403
2025-06-20,2526.0600824925614
2025-06-21,2432.88269657228
2025-06-22,2514.120267773315
2025-06-23,2510.8191471485297
2025-06-24,2771.5198885481273
2025-06-25,3040.063716924624
2025-06-26,2761.6708606284637
2025-06-27,2614.347282501418
2025-06-28,2750.1593863639264
2025-06-29,2848.092635109616
