,arch_00,arch_01,arch_02,arch_03
2025-05-13,6139.666310382402,5491.659205841458,6351.114624545779,5821.9394906592015
2025-05-14,6416.375685416355,5948.976869142852,6698.5756095940515,6074.804105426589
2025-05-15,6370.198639187066,5604.724750431191,6415.307076286971,5792.948783509393
2025-05-16,6137.51102070567,5486.418983393366,5901.698635925836,5604.386999900151
2025-05-17,6378.514849017334,5557.614299505375,5923.064247366669,5637.585875049743
2025-05-18,6013.971626344227,5617.457548394037,6121.976687046191,5405.299100383387
2025-05-19,6379.3306581491715,5511.752387961327,6493.410302342964,5881.4137851502255
2025-05-20,6694.024479005085,5896.096075633283,6735.39197791153,6426.086830810705
2025-05-21,6972.277271493265,5944.585211300316,6948.13077290075,6259.115887895236
2025-05-22,6698.672812453458,5785.515465850204,6594.077975182552,6204.882330414641
2025-05-23,6304.389098814494,5541.663917109654,6546.425572684111,5725.851136238684
2025-05-24,5810.765113462084,5554.7623239481745,6081.507145664046,5743.7195112452655
2025-05-25,6086.5343138001035,5331.19441002156,6103.538771372013,5751.118926941716
2025-05-26,6602.930017890393,5589.916220686992,6232.754199528126,5860.358169604669
2025-05-27,6678.452356559487,5806.003450442567,6628.637971816112,6194.335006291545
2025-05-28,6936.7986844366105,5923.573607004099,6527.229113113091,6314.779794370935
2025-05-29,6958.632465777727,5723.404166568081,6710.176185454428,5825.41230519055
2025-05-30,6178.300584416199,5656.336628185411,6393.061437819798,5955.216541141612
2025-05-31,5859.166511286492,5136.217015049245,5913.916726893027,5217.789050667657
2025-06-01,6014.752916541909,5402.259715561334,5841.130407890223,5408.332638774336
2025-06-02,6076.238553483616,5802.9219985479995,6116.8149646545935,5807.629245744325
2025-06-03,6248.515935559919,5622.551553272574,6567.283249237098,5578.884174216657
2025-06-04,6491.432601248921,5885.845321229565,6529.05479325545,5872.583363619823
2025-06-05,6144.495828606552,5452.955563706485,6404.648990788951,5805.617722711747
2025-06-06,5812.653662346336,5505.7670664587085,5884.219873540027,5329.535843955781
2025-06-07,5067.222007835474,4940.324823155151,5495.360420884015,5186.035584785223
2025-06-08,5397.4437893793975,5191.677444837021,5528.845628604838,4809.072116092262
2025-06-09,5466.277977084217,5468.006070909529,5732.740665405468,5159.738068865884
2025-06-10,5947.686065918921,5529.7154464942705,5984.375002815872,5274.422674867864
2025-06-11,6005.819857775094,5696.096695783268,5830.277430300077,5519.693483730616
2025-06-12,5649.913032988963,5116.177235048129,6041.666351212908,5249.545988785319
2025-06-13,5195.161799427592,4781.219193833644,5425.607273942838,4868.39568108698
2025-06-14,5001.9643310191295,5065.772020262893,5275.726051312061,4414.563242973975
2025-06-15,4815.487571776904,4707.88613944416,4900.842430840026,4503.749756976941
2025-06-16,5222.563082320256,5029.697756108304,5428.017684597133,4511.591402663488
2025-06-17,5410.762946805416,5112.712502379864,5672.618898820414,4806.936445880532
2025-06-18,5710.789922234559,5327.159204523419,5901.373758069755,4974.802791267666
2025-06-19,5552.465808684842,5159.854346644244,5683.128119234306,5032.714724358947
2025-06-20,5039.683839104097,5098.105104750106,5174.345986343914,4642.1010577146435
2025-06-21,5016.147723711949,4626.683189654682,4776.027749621941,4326.307618042377
2025-06-22,4998.267724246336,4771.889524410281,5019.681493704972,4504.095778064354
2025-06-23,5240.942521491945,5168.132272112758,5372.024837076333,4859.245732352601
2025-06-24,5709.599977621615,5203.770461942269,6003.5981884529765,5011.903751397451
2025-06-25,6283.435218448218,5235.251486775103,5872.747248314957,5367.720665700418
2025-06-26,5720.727440841494,5636.804497770307,5924.731915906226,5006.4230624338115
2025-06-27,5472.7786206531055,5035.564020944364,5690.4294144206615,4828.438090928729
2025-06-28,5369.1866868884335,5153.818745165969,5580.406828359809,5027.113787279429
2025-06-29,5276.1530158346195,4740.77714850176,5627.116826885796,4673.003487290588
