,arch_00,arch_01,arch_02,arch_03,arch_04,arch_05,arch_06,arch_07,arch_08,arch_09,arch_10,arch_11,arch_12,arch_13,arch_14,arch_15
2025-02-21,9322.15612465818,8713.487302166375,9066.266409456919,9330.827916607846,8160.171254442251,8724.015474911332,8799.446920552231,8714.11908020307,9321.44162952765,9335.556271846517,8512.141879723995,8769.153493969838,8496.08377789558,8317.606039330582,8938.568601162367,9557.565774898616
2025-02-22,8628.696699458567,8620.818369651352,8562.700488548144,8546.12619770236,8247.70222954593,8135.467401095889,8341.469931039972,8669.596715067308,8775.156798986298,9096.072121474039,8287.638990597252,8480.338620679648,8318.542228354338,8209.34315727137,8957.872404820004,9097.04200969606
2025-02-23,8950.964606692402,8463.666827360408,9297.225930609668,9146.539686275282,8382.058332437222,8185.784141522936,8257.61030835381,8274.45895483996,8928.320832217893,9013.247797593394,8346.746688592775,8658.747696026116,8478.793138971467,8275.42688462093,8634.519393768975,9184.95530795758
2025-02-24,9668.769293410394,8658.635838942064,9110.434260028222,9334.90421045648,8608.08450720749,8231.882705399596,8771.485574489205,8911.371835628792,9249.308136636522,9564.403265758086,8407.869008794965,8815.981466539219,8705.558367938347,8138.131759529995,8630.215128632286,9311.062191887202
2025-02-25,9268.49160792195,8650.764056888516,9497.930803214696,9759.090497639576,8684.602403204071,8854.951967984107,9095.080831529021,8705.302187446856,9792.90002636704,9706.831128743845,8734.702054934753,9444.244193386963,8847.518218355435,8530.66669758554,9231.81729903327,9958.330954432817
2025-02-26,10139.725805797716,9258.71166247682,9754.1009770236,9775.206840314906,9090.19316211381,9140.670631851814,9140.803164434263,8972.79411140912,9709.99811128261,9778.85445220799,9077.672785496601,9524.206085334772,9130.163596187778,8665.141589487925,9283.894760810334,10103.145928490387
2025-02-27,9555.364778606654,9372.83041734629,9690.779325194439,9227.977361848207,8776.080923321711,8864.942434859237,8969.350884090367,8735.996172052875,9328.5222700336,9446.434715148882,8735.31676441747,8930.369653188216,8739.14442784626,8493.705070595915,9086.917033457503,9353.579752909078
2025-02-28,8768.151818972132,8440.079839594438,8755.030743841138,8849.64114411988,8498.826474253232,8362.514079893035,8611.843170995393,8589.391337783276,8972.184572392669,9234.134597262719,8229.826603577647,8501.421705230008,8416.4858012531,8412.70032944863,8318.08359590765,9261.264595104209
2025-03-01,8359.437370435677,8207.558721551071,8596.823370277989,8454.39608067736,7935.741847171174,7891.223668069951,8168.024369264277,8372.749177148808,8731.16462090827,8591.647559613573,8150.362180671493,8530.696125046337,8150.17773428615,7980.990823725618,8285.900981406698,8828.294588697545
2025-03-02,8145.053596624202,7883.84565515725,8528.154351188887,8268.19396902218,7816.38244903673,7698.273128889352,8281.511654811222,8014.05468557151,8425.934081944522,8469.685477404673,8165.31987892342,8198.348370237043,8206.905393576226,7541.412881049344,8162.79397738792,8538.48080694287
2025-03-03,8917.519313118257,8055.281415766073,8498.53210160904,8571.983116077789,7796.224350037126,8152.560704107823,7947.695497774749,8354.942695335,8323.230114239734,9234.856098729151,8283.066204818433,8449.163672088469,7960.640105251459,8161.218570092408,8038.678948211612,8739.678051928431
2025-03-04,9187.988064147094,8860.640359352488,9027.461811024532,8726.431047694334,7922.7206777174415,8084.755661568868,8514.006462744224,8807.248738735712,8893.292539225375,9244.677781099534,8613.026643123061,8506.318995451646,8981.877699119816,7999.127672779567,8655.366608191074,9000.980632793253
2025-03-05,9152.267040895964,8611.73152960988,8823.135020050195,8880.292760330443,8244.682167929905,8145.230719073949,8686.815955431859,8785.664910064186,9351.147763473145,9110.303513068422,8009.106435380685,8844.63225733206,8433.83035015114,8302.880956643901,8661.654377665302,9443.278712167226
2025-03-06,8919.18640321323,8499.325383245328,8952.110595284845,8802.164588162568,7902.177377277135,8182.707539911255,8368.813955204843,8210.651047150419,8825.813872894312,8934.818976659433,8103.265130301866,8740.737377008356,7994.439148512214,8096.81209030045,8404.9146071408,8901.246786547383
2025-03-07,8180.703505464831,7939.482886535142,7994.794824777795,7664.48439789877,7564.044704240108,7346.541472849355,7666.705343287007,8243.785065593462,8496.420739858417,8026.824693274175,7565.3488992236125,8161.8896529787435,7975.13155214659,7634.088109032342,7819.395215678553,8676.353767405315
2025-03-08,7783.595420436157,7201.170255047979,8005.128093560682,7482.120444998777,7193.295332636893,7552.839469380935,7184.274334343422,7473.599067131116,7706.806980121713,8114.461349440967,6924.886261075669,7114.720885832823,7272.2389457506415,7086.314964233026,7504.5169712137,7648.150247163346
2025-03-09,7624.203785173295,7267.206090680243,7559.4138068018665,7235.63138699842,6961.773981116058,6736.540985317892,7377.454169959088,7209.2736248541005,8036.15185146278,7807.370073646964,7235.364815896979,7006.015027016731,7031.447963905707,7214.787883581471,7063.469834703347,7799.178280981636
2025-03-10,7848.539606368956,7555.217237764101,7814.081035088751,7459.7581835414285,7148.537788860154,7387.816242183378,7424.522101495624,7619.66882465832,7776.539192349147,7949.183601935263,7534.201563960602,7870.219859654187,7297.7813096698455,7517.365250644384,7456.208987087453,7831.31392423067
2025-03-11,8154.211604333458,7606.799877798672,7768.212692945607,7616.931160879746,7530.403784563393,7431.440054482306,8158.396665150275,8002.415219957478,7838.939461229275,8459.845709667392,7546.098675665641,7905.630101872495,7652.473662281797,7302.673346439851,7929.288209334548,8276.743291784058
2025-03-12,8267.569789524592,7935.325442298491,8650.116327571835,7889.299300316959,7517.900619797025,7628.74467703927,7847.598295951117,8323.288291299546,8275.97527648343,8397.532431756801,7660.767169075851,7996.680137990592,7777.1822345788405,7338.115751070074,8056.0826576834,8178.264687455172
2025-03-13,7942.611651226301,7552.937502959629,7744.278029024229,7750.420947665985,7189.217281801133,7013.855172224805,7428.706245410353,7932.8081686663045,7492.34268913764,8284.328713813971,7343.66094819477,7946.413436680632,7244.278559486422,7219.310967993459,7498.049533957428,8295.882173632697
2025-03-14,7455.837276798269,7305.341795097363,7805.01328746236,7051.937114927448,6788.464992455739,6748.957675365893,7305.334425748561,7364.455932463833,7437.560438537624,8008.486092835068,7148.077544420329,7556.389416287713,7147.3666288155955,6572.781082857459,7170.227961620785,7922.508506095836
2025-03-15,6792.251897878526,6721.813956283452,7680.3971381829415,6548.455724878085,6621.013545853605,6666.443558485107,7224.844350523824,7114.160235130525,7106.568028528889,7279.701159290493,6589.266507622382,7003.7086590510535,6593.6659793060635,6513.551799535817,6600.070490688134,7418.763437721191
2025-03-16,7185.946044511402,6950.44920292451,7422.2264483196905,6884.358325918323,6497.189067331936,7146.095080100314,6922.2713659071105,7283.113727601556,7129.885155017396,7102.890451467498,6380.6563702029325,6977.892500627429,7097.6868596465465,6696.9775351862745,6842.480879103811,7294.169802181359
2025-03-17,7253.9812641427925,7145.055457884956,7566.7831213910395,7129.0682200452975,6738.9613831429815,6664.518930703073,7318.240731645975,7105.663966986556,7850.130311510405,7783.445244726807,6935.504188248724,7311.261542593064,6828.73263865516,6853.572574501429,6938.057585020317,7682.606788990703
2025-03-18,7809.995292686526,7730.585775731184,7977.555709304173,7354.716244158222,7298.694786825791,7040.327563708542,7209.903786416046,7451.777399622513,7775.759681553145,8097.602844180611,7340.116412439053,7515.348234835399,7483.338852595777,7229.262122068371,7424.609441252237,8464.993623935101
2025-03-19,8164.783260999929,7954.5361503238455,8451.663292312085,7708.249244992841,7316.172662239771,7073.6880487193,7725.971752094781,8051.466422943805,8654.018752671393,8414.66690153494,7838.184275529489,7751.439021405965,7665.805853950346,7624.545783033504,7750.554433322483,8730.300856148378
2025-03-20,8318.6438015541,7351.872701851106,8075.645529407077,8055.631159117185,7473.108098707611,6899.170902107091,7649.176838240007,7527.746063353058,7517.871986738302,8271.261736017954,7518.438252883567,7697.261740351246,7448.80926006088,7070.747600497617,7043.941024196741,7736.272644099647
2025-03-21,7650.30483295876,7104.549850191082,7353.180619435538,7221.439914901859,6852.68801412083,6910.793574683918,7226.638999001613,7355.110897346885,7736.575394632743,7504.062625707775,6926.530947495773,7058.982847074016,7066.252903542215,6779.914159965831,6814.818591768237,7700.830975193691
2025-03-22,7355.200044510973,7286.374260774112,7090.43095806019,6869.518523505358,6615.006947563306,6671.723916692216,7046.348793736818,7067.791126671021,7371.118454954594,7534.618026427242,6462.360110469669,7185.216792175445,6811.600244435431,6663.765328146687,6584.79105428853,7020.929519053989
2025-03-23,7023.903462078093,7308.224394416958,7481.366980482798,7191.538340102037,6606.636628779717,6750.705499035289,6700.061760220997,7203.037595027102,7534.264807192732,7346.900997008399,6869.642914143693,7260.9648055067155,6962.79001633177,6875.773293538921,6768.363130056088,8057.071427987555
2025-03-24,7737.676350061013,7787.900282617854,7618.20706801483,7862.834872838295,7186.55491580085,7199.849863011653,7317.01383611152,7143.884073871675,8083.023832772527,7837.913144107895,7306.229663152857,7407.614266479951,7415.980216055674,7202.874625496062,7243.657030617662,8038.720340090931
2025-03-25,8522.40479686711,8059.982772900593,8527.306348640433,7923.081604708328,7441.010337163452,7539.115968204935,7816.428704504299,7981.926854112127,8494.410535271554,7999.668479951965,7594.627771842222,8283.534223360975,7998.420223324945,7726.666510204185,8199.119936211757,8704.145085664033
2025-03-26,8543.8968735555,8421.630155324548,8536.20236268241,8543.838797058475,7681.1534248606995,7940.637554267716,8313.247122096434,7907.509803633536,8756.333885575355,8711.462169185112,7536.221415631822,7883.231549501114,8227.685121792436,7489.162955666832,7793.964934265072,8484.037210906945
2025-03-27,8514.809997159484,7902.355686635571,8388.294494026995,7990.714354779168,7727.67529545627,7364.708668533255,7901.450694222358,8032.565478186383,8397.090511351242,8218.627659298047,7398.972267315186,8123.288930163479,8069.354231923303,7429.899542531575,7905.417129923004,8719.040794398794
2025-03-28,7801.941003785066,7784.326831117343,7760.484906061136,8003.796136221087,7214.695081627139,7192.51744086459,7475.90276942939,7664.53874302709,8172.530211933371,7993.567188093791,7465.227756096934,8178.277319000203,7525.172499076715,7274.713582872412,7742.810782794609,8168.931033265867
2025-03-29,7897.726587102531,7393.677762571818,7660.20880140308,7635.159874110931,7060.081130374051,7021.591673560319,7567.212229746039,7013.669338655783,7648.974227781824,7589.034963203074,7454.463650030237,7633.2338743979535,7145.967832570668,7023.515131742074,7457.961492047115,7634.195775081025
2025-03-30,7797.323993654238,7416.596219125114,7751.894194502661,7476.605334156528,7195.490316067676,7036.702774267727,7391.964026964102,7576.63002976016,7650.941993288259,7790.664939928473,7363.827292500848,7521.304457681571,7645.711922335113,6882.406384044488,7290.977758603649,8327.341867607285
2025-03-31,8436.74264402092,8183.1546561163705,7646.635919455641,8316.325726748095,7784.876724454434,7556.061409500144,8099.625473525168,7949.098491434373,8354.977725373426,7961.257047728685,7755.416572538175,7731.886114576427,7932.969697273549,7621.239639758347,7697.252886081796,8516.703929474066
2025-04-01,8704.289414987239,8678.771644161681,8339.513765170857,8560.010253074457,8335.83994546958,7969.022774101296,8518.343498492362,8401.111755974976,9170.268213939016,8840.269487914647,8097.56456906365,8361.405536117127,8184.543883659223,7723.973482658775,8266.509592066492,9198.839553413081
2025-04-02,9149.841026866558,8866.45159520802,8828.56472607368,8651.134188782122,7937.036021969266,8171.189913856076,8502.66786216403,8393.848401287696,9079.173736411152,8712.161159891471,8482.638691942633,8516.955228686507,8361.229536235125,7939.97538144327,8355.719327666398,9232.705014467985
2025-04-03,8788.234633132168,8554.18303690036,8662.705133581163,8873.98328240447,8221.851327871109,8253.98598645216,8326.493833018752,8689.481625312117,8529.15227972583,9280.46090288008,7968.007157041041,8455.837270153128,8348.319748402975,7826.183556128521,8686.23444645218,8816.248058679263
2025-04-04,8924.448927245396,8318.378562165675,8716.991263805057,8271.913663488931,7853.1938346569605,7622.438394510554,8141.262391348598,8003.361298277555,8820.025350830545,8442.578417722443,7856.285935041811,8126.359865837831,8016.098442397016,7489.678380674613,8070.153235598163,8398.913005801407
2025-04-05,8159.2882466263245,7854.155285650088,7947.75661078386,7804.559254274795,7947.909487820327,7289.878351363516,7817.37994965998,7520.415911479883,8145.0596962094805,8537.572807957993,7594.585420553218,7773.87644858679,7900.596514564255,7014.499738759256,7608.224016197716,8525.749191601793
2025-04-06,8452.801908594129,7888.8109416577045,7973.430539516209,7860.681495581391,7673.813430779849,7556.917263077385,7814.444238016432,7872.461762118137,8207.04715333403,8037.376410820343,7600.602100195673,8197.81281159327,7987.016835695349,7225.036725001347,7547.496571771028,8199.648201704757
2025-04-07,8559.233210047898,8364.80894384714,8362.055769283306,9110.958501261603,8089.3796605978405,7874.020832303251,8230.66259428002,8012.452811993538,8672.977779173154,8585.974265889854,7868.3934120855665,8073.283725164791,7769.8201521825795,7877.606137978001,8023.60103908368,8409.175607639581
2025-04-08,9265.28018359889,9055.198112765383,8304.62300412914,8755.16449725125,8310.59409587511,8073.4013048610195,8246.568449775481,8414.643613211512,9152.96347320706,9028.919804934916,8152.061844433956,8456.617450873748,8432.954740947467,8113.834645142657,8300.36321714576,9149.98682748616
2025-04-09,9358.888985941909,8751.846221584912,8559.484683396482,9154.084274541074,8492.684073707173,7887.4404760770785,8642.888970705771,8938.714913794174,9078.342141136847,8888.595348897486,8440.311043988533,8886.353236246621,8374.230658757531,8395.873366499494,8762.620549020306,9377.193267272838
2025-04-10,8812.1335052361,8305.595190526981,8515.623742328089,8985.989740044866,8294.617817469969,7673.387711737912,8528.64376713965,8561.112739039901,8736.283216850929,9218.768425766159,8203.057438595124,8718.703093669064,8337.764888588697,8169.025624430277,8534.443270268388,9010.260753881817
2025-04-11,8753.878179561712,7928.002416464964,8267.603917811752,8850.238125650973,8097.05697357962,7969.101678974951,8214.121746080884,7878.365409732017,8461.286301774573,8993.744290288158,8088.246850197786,8053.34960793846,8318.963333529791,7703.480996866239,8141.91504350931,8678.001292917923
2025-04-12,8263.015525906187,7965.44718001024,8162.5403047932705,7980.053260058332,7607.458208985955,7615.685626961378,7954.9332193289565,7715.6508637277,8045.122003590979,8247.935448178912,7708.104156412266,7470.009306677944,7431.291855890161,7390.767607521584,7602.105476928622,8098.124092540676
